"Listing"

"WFR Listing"
"Created 09 March 2022 19:06"


"CVN","IMO Number","Name","MMSI (Maritime Mobile Service Identity)","Ex Name","Flag State","Operator","Owner","Group Owner","Built Date","Keel Laid Date","Contract Date","LDT","Demo $/LDT","Demo Date","Dwt","Beam Mld (m)","Draught (m)","Gear Detail","Price (NB)","Currency (NB)","Main Engine Fuel Type","Main Consumption at Service Speed (tpd)
","Main Engine Detail","HP Total Propulsion","SOx Scrubber Status","Eco – Electronic Engine","Environmental Detail","Service Speed (knots)","Holds Total No","Grain Capacity (cu m)","Type","Main Global Zone (Last 12 Months, %)","Est Crew No","LOA (m)","Ballast Speed (knots)","Laden Speed (knots)","Main Engine LNG Ready","Owner Nationality/Region","Status"
12814301,9048586,"Wan Hai 212",564279000,,"Singapore","Wan Hai Lines","Wan Hai Lines","Wan Hai Lines","01-May-1993","31-Aug-1992",,6813,245,"26-Jun-2020",23887,27.03,9.87,,,,"VLS IFO",33.2,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,17.5,5,,"Fully Cellular Container",,,174.6,,,,"Taiwan","Dead/Demolished"
14185047,9002702,"Wan Hai 206",565129000,,"Singapore","Wan Hai Lines","Wan Hai Lines","Wan Hai Lines","01-Aug-1991","25-Feb-1991",,6938,400,"12-Apr-2019",23724,27.03,9.87,,,,"IFO 380",33,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,17.5,5,,"Fully Cellular Container",,,174.6,,,,"Taiwan","Dead/Demolished"
14184961,8914025,"Wan Hai 205",563311000,,"Singapore","Wan Hai Lines","Wan Hai Lines","Wan Hai Lines","01-Jan-1990","09-Feb-1990",,6898,355,"30-Aug-2019",23676,27,9.87,,,,"IFO 380",33,"1 x Diesel - MAN B. & W. 7S50MC Mk3 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,163mkW total at 123rpm",12460,,,,17.5,5,,"Fully Cellular Container",,,174,,,,"Taiwan","Dead/Demolished"
14184703,8901755,"Wan Chai 3",626042000,"Wan Hai 202","Gabon",,"Unknown","Unknown","01-Feb-1990",,,,,"28-Nov-2019",23692,27.03,9.85," 1 x Crane SWL 40 tons",,,"VLS IFO",33,"1 x Diesel - MAN B. & W. 7S50MC Mk3 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,163mkW total at 123rpm",12460,,,,17.5,5,,"Fully Cellular Container",,,174,,,,"Unknown","Dead/Demolished"
12802887,9039561,"Wan Hai 207",564277000,,"Singapore","Wan Hai Lines","Wan Hai Lines","Wan Hai Lines","01-Aug-1992","22-Jan-1992",,6775,250,"26-Jun-2020",23724,27.03,9.87,,,,"IFO 380",33.2,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,17.5,5,,"Fully Cellular Container",,,174.6,,,,"Taiwan","Dead/Demolished"
14184837,8914013,"Wan Hai 203",477752700,,"Hong Kong","Wan Hai Lines","Wan Hai Lines","Wan Hai Lines","01-Jun-1990","24-Nov-1989",,6884,355,"30-Aug-2019",23729,27.01,9.87,,,,"IFO 380",33,"1 x Diesel - MAN B. & W. 7S50MC Mk3 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,163mkW total at 123rpm",12460,,,,17.5,5,,"Fully Cellular Container",,,174.6,,,,"Taiwan","Dead/Demolished"
12838765,9074468,"Wan Hai 225",564394000,,"Singapore","Wan Hai Lines","Wan Hai Lines","Wan Hai Lines","01-Dec-1994","30-May-1994",,,,,23792,27,9.87,,,,"VLS IFO",33,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,"1 x BWTS - Ballast Water Treatment System (Pending) - Qingdao Headway HMT-450 at 450cu.m/hr - 2022 installation year",17.5,5,,"Fully Cellular Container","South East Asia (55.3 %)",19,172.15,,,,"Taiwan","In Service"
13836777,8819988,"Tove Maersk",477183700,"Charlotte Maersk","Hong Kong","Sealand","Maersk","A.P. Moller","01-Feb-1992","04-Nov-1991",,7362,235,"24-Jul-2020",21825,27.83,10," 1 x Gantry SWL 35 tons",,,"VLS IFO",36,"1 x Diesel - MAN B. & W. 8S50MC Mk4 - 2-stroke 8-cyl. 500mm x1910mm bore/stroke 11,416mkW total at 127rpm",15220,,,,18.6,8,,"Fully Cellular Container",,,162.26,,,,"Denmark","Dead/Demolished"
13836801,8819976,"MCC Ha Long",477176700,"Thuroe Maersk","Hong Kong","Sealand","Maersk","A.P. Moller","01-Dec-1991","09-Sep-1991",,7362,235,"24-Jul-2020",21825,27.81,10.32," 2 x Gantry, Engine Room SWL 2 tons, 2 x Crane, Hose",,,"VLS IFO",45,"1 x Diesel - MAN B. & W. 8S50MC Mk4 - 2-stroke 8-cyl. 500mm x1910mm bore/stroke 11,416mkW total at 127rpm",15220,,,,18.5,8,,"Fully Cellular Container",,,162.26,,,,"Denmark","Dead/Demolished"
13851183,8819990,"MCC Mergui",477184200,"Thies Maersk","Hong Kong","Sealand","Maersk","A.P. Moller","01-Apr-1992","05-Dec-1991",,7362,235,"24-Jul-2020",21825,27.83,10.32,,,,"VLS IFO",45,"1 x Diesel - MAN B. & W. 8S50MC Mk4 - 2-stroke 8-cyl. 500mm x1910mm bore/stroke 11,416mkW total at 127rpm",15220,,,,18,8,,"Fully Cellular Container",,,162.26,,,,"Denmark","Dead/Demolished"
13031703,9155016,"X-Press Kohima",572158220,"Surma","Tuvalu","X-Press Feeders","Sea Consortium","Sea Consortium","01-Oct-1997","21-Apr-1997","29-Apr-1996",,,,20860,27.2,9.22," 3 x Crane SWL 40 tons",29.5,"$m","VLS IFO",49,"1 x Diesel - MAN B. & W. 6S60MC6 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 11,949mkW total at 105rpm",16246,,,,19.3,,,"Fully Cellular Container","Indian Subcontinent (100.0 %)",19,168,,,,"Singapore","In Service"
13016847,9152583,"Padma",636016105,"X-Press Padma","Liberia","Evergreen Marine","Costamare Shipping","Costamare Shipping","01-Apr-1998","29-Oct-1997","29-Apr-1996",6917,,"20-Jul-2018",21480,27.2,9.13," 2 x Crane SWL 40 tons, 1 x Crane SWL 10 tons",30,"$m","VLS IFO",49,"1 x Diesel - MAN B. & W. 6S60MC6 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 12,081mkW total at 105rpm",16426,,,,19.3,7,,"Fully Cellular Container",,,168,,,,"Greece","Dead/Demolished"
13017057,9152600,"Lila Hochiminh",636019526,"SM Hochiminh","Liberia","Tehama Shipping","Arka Global Marine","Arka Global Marine","01-Oct-1998","30-Apr-1998","29-Apr-1996",6952,,"20-Jun-2020",21473,27.2,9.12," 2 x Crane SWL 40 tons, 1 x Crane SWL 10 tons",30,"$m","IFO 380",49,"1 x Diesel - MAN B. & W. 6S60MC6 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 11,945mkW total at 105rpm",16240,,,,19.69,7,,"Fully Cellular Container",,22,168,,,,"U.A.E.","Dead/Demolished"
13001827,9148647,"Soul of Luck",352495000,"Hansa Catalina","Panama","Samudera Shpg Line","Victoria Oceanway","Victoria Oceanway","01-Oct-1997","28-Apr-1997","18-Apr-1996",,,,21519,27.2,9.23," 1 x Crane, Provision SWL 10 tons",30,"$m","VLS IFO",49,"1 x Diesel - MAN B. & W. 6S60MC6 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 12,240mkW total at 105rpm",16642,,,"1 x BWTS - Ballast Water Treatment System - 2021 installation year",19,7,,"Fully Cellular Container","South East Asia (89.5 %)",19,168.05,,,,"Greece","In Service"
13001951,9148659,"Star of Luck",355399000,"Hansa Centaur","Panama",,"Victoria Oceanway","Victoria Oceanway","01-Dec-1997","24-Jul-1997","18-Apr-1996",,,"25-Mar-2020",21480,27.2,9.13," 2 x Crane SWL 40 tons, 1 x Crane SWL 10 tons",30,"$m","VLS IFO",49,"1 x Diesel - MAN B. & W. 6S60MC6 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 12,083mkW total at 105rpm",16428,,,,19,7,,"Fully Cellular Container",,22,168,,,,"Greece","Dead/Demolished"
12820531,9060285,"Arca",636016245,"Hansa Riga","Liberia","Sealand","Conbulk Shipping","Conbulk Shipping","01-May-1994","12-Oct-1993",,6896,474,"23-Nov-2018",21480,27.25,9.22," 2 x Crane SWL 40 tons, 1 x Crane SWL 10 tons",,,"IFO 180",49,"1 x Diesel - MAN B. & W. 6S60MC6 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 12,268mkW total at 105rpm",16680,,,,19,7,,"Fully Cellular Container",,,168,,,,"Greece","Dead/Demolished"
12838473,9074432,"Wan Hai 221",564500000,,"Singapore","Wan Hai Lines","Wan Hai Lines","Wan Hai Lines","01-Jun-1994","15-Nov-1993",,,,,23802,27.03,9.87,,,,"VLS IFO",33,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,17.5,5,,"Fully Cellular Container","East Asia (76.7 %)",19,174.6,,,,"Taiwan","In Service"
12838507,9074444,"Wan Hai 222",564499000,,"Singapore","Wan Hai Lines","Wan Hai Lines","Wan Hai Lines","01-Aug-1994","14-Jan-1994",,,,,23420,27,9.87,,,,"VLS IFO",33,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,17.5,5,,"Fully Cellular Container","East Asia (55.3 %)",19,172.15,,,,"Taiwan","In Service"
12838631,9074456,"Wan Hai 223",564497000,,"Singapore","Wan Hai Lines","Wan Hai Lines","Wan Hai Lines","01-Sep-1994","10-Mar-1994",,,,,23420,27,9.87,,,,"VLS IFO",33,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,17.5,5,,"Fully Cellular Container","East Asia (68.8 %)",19,172.15,,,,"Taiwan","In Service"
14210545,9035515,"Tanto Bersatu",525013016,"Terra Bona","Indonesia","Tanto Intim Line","Tanto Intim Line","Tanto Intim Line","01-Mar-1993",,,,,,22308,27.6,9.63," 3 x Crane SWL 40 tons",,,"VLS IFO",43,"1 x Diesel - Mitsubishi 6UEC60LS - 2-stroke 6-cyl. 600mm x2200mm bore/stroke 10,591mkW total at 100rpm",14400,,,,19.1,4,,"Fully Cellular Container","South East Asia (100.0 %)",19,184.51,,,,"Indonesia","In Service"
12925579,9130121,"Szczecin Trader",636092476,"MOL Honesty","Liberia","UAFL","Liberty Blue","Liberty Blue","01-Dec-1998","04-Aug-1998","07-Jun-1996",7821,,,22990,25.3,9.85," 3 x Crane SWL 40 tons",,,"VLS IFO",54.5,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,327mkW total at 113rpm",18120,,,"1 x BWTS - Ballast Water Treatment System (Pending) - DESMI CompactClean 340 at 340cu.m/hr - 2022 installation year",19.6,4,,"Fully Cellular Container","East Coast Africa (60.5 %)",19,184.1,,,,"Germany","In Service"
12924785,9123037,"Capt. David I Lyon",367628660,"Positano","United States","Sealift Inc","Sealift Inc","Sealift Inc","01-Dec-1996","10-Oct-1996","03-Mar-1995",,,,22878,25.3,9.85," 3 x Crane SWL 40 tons",,,"VLS IFO",54.5,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,320mkW total at 113rpm",18110,,,,20,4,,"Fully Cellular Container","East Asia (85.9 %)",19,184.1,,,,"United States","Idle"
12921313,9122057,"SOL Hind",373166000,"OEL Hind","Panama","Straits Orient Lines","Transworld Group","Transworld Group","01-Sep-1996","05-Jun-1996","10-Feb-1995",7792,,,22984,25.3,9.89," 3 x Crane SWL 40 tons",,,"VLS IFO",54.5,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,320mkW total at 113rpm",18110,,,,19.6,4,,"Fully Cellular Container","South East Asia (66.1 %)",19,184.1,,,,"U.A.E.","In Service"
12925029,9134658,"SOL Straits",371751000,"OEL Straits","Panama","Straits Orient Lines","Straits Orient Lines","Transworld Group","01-Feb-1997","12-Nov-1996","03-Mar-1995",7808,,,22900,25.3,9.85," 3 x Crane SWL 40 tons",,,"VLS IFO",54.5,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,327mkW total at 113rpm",18120,,,,19.5,4,,"Fully Cellular Container","Indian Subcontinent (99.9 %)",24,184.1,,,,"U.A.E.","In Service"
12950247,9134660,"OEL Lanka",372426000,"Madeleine Rickmers","Panama","Straits Orient Lines","Straits Orient Lines","Transworld Group","01-Jun-1997","17-Mar-1997","08-Dec-1994",7773,490,"12-Oct-2018",23062,25.3,9.85," 3 x Crane SWL 40 tons",,,"IFO 380",61,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,320mkW total at 113rpm",18110,,,,20,4,,"Fully Cellular Container",,,184.1,,,,"U.A.E.","Dead/Demolished"
12897991,9105982,"Camilla",236111896,"Camilla Rickmers","Gibraltar","CMA CGM","Regal Agencies Corp","Regal Agencies Corp","01-Jul-1996","22-Mar-1996","01-Aug-1994",7771,460,"19-Oct-2018",22900,25.3,9.89," 3 x Crane SWL 40 tons",,,"IFO 380",113,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,320mkW total at 113rpm",18110,,,,19.7,4,,"Fully Cellular Container",,24,184.1,,,,"Greece","Dead/Demolished"
12898077,9105994,"Vasi Star",636020646,"Ngankin","Liberia","Vasi Shipping","Vasi Shipping","Vasi Shipping","01-Sep-1996","22-May-1996","01-Aug-1994",7771,,,23064,25.3,9.89," 3 x Crane SWL 40 tons",,,"VLS IFO",14,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,320mkW total at 113rpm",18110,,,,12,4,,"Fully Cellular Container","South East Asia (64.9 %)",24,184.1,,,,"Singapore","In Service"
12877085,9105970,"Egy Glory",622113176,"Credo","Egypt","Unimed Feeder UFS","Mahoney Marine Serv","Mahoney Marine Serv","01-Feb-1996","30-Oct-1995","28-Mar-1994",7771,,,23064,25.3,9.85," 3 x Crane SWL 40 tons",,,"VLS IFO",55,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,319mkW total at 113rpm",18109,,,,20,4,,"Fully Cellular Container","Mediterranean / Black Sea (100.0 %)",25,184.7,,,,"Egypt","In Service"
12977231,9144146,"Leopard",636015979,"Wehr Muden","Liberia","Evergreen Marine","Element Shipmgmt","Element Shipmgmt","01-Mar-1998","07-Nov-1997","27-Dec-1994",7806,,,23029,25.3,9.89," 3 x Crane SWL 45 tons",,,"VLS IFO",54.6,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,320mkW total at 113rpm",18110,,,,20.2,4,29817,"Fully Cellular Container","South East Asia (76.3 %)",19,184.1,,,,"Greece","In Service"
12977499,9144134,"MSC Riona",,"Miro","Liberia","MSC","MSC","MSC","01-Feb-1998","04-Sep-1997","27-Dec-1994",7809,,,23029,25.3,9.89," 3 x Crane SWL 45 tons",,,"VLS IFO",54.6,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,320mkW total at 113rpm",18110,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 300cu.m/hr - 2023 installation year",20.2,4,29817,"Fully Cellular Container","Mediterranean / Black Sea (70.5 %)",19,184.1,,,,"Italy","In Service"
12950405,9134672,"BLPL Grace",357844000,"Ursula","Panama","BLPL Singapore","BLPL Singapore","Transworld Group","01-Aug-1997","30-Apr-1997","08-Dec-1994",7771,,"15-Jun-2020",22900,25.3,9.85," 3 x Crane SWL 40 tons",,,"VLS IFO",54.5,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,320mkW total at 113rpm",18110,,,,19.6,4,,"Fully Cellular Container",,,184.1,,,,"U.A.E.","Dead/Demolished"
12950539,9134622,"Amo",457315000,"Naya","Mongolia",,"Safe Sea Services","Safe Sea Services","01-Sep-1997","02-Jun-1997","17-Nov-1994",7795,,,23040,25.3,9.85," 3 x Crane SWL 45 tons",,,"VLS IFO",54.5,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,320mkW total at 113rpm",18110,,,,19.6,4,,"Fully Cellular Container","Mediterranean / Black Sea (100.0 %)",22,184.1,,,,"Lebanon","In Service"
13006743,9149885,"Fiona",236111906,"Fiona Rickmers","Gibraltar","MSC","Regal Agencies Corp","Regal Agencies Corp","01-Sep-1998","14-Jun-1998","30-Apr-1996",7824,,,23028,25.3,9.85," 3 x Crane SWL 45 tons",30,"$m","VLS IFO",18,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,320mkW total at 113rpm",18110,,,,14,4,,"Fully Cellular Container","United Kingdom/Continent (100.0 %)",19,184.1,,,,"Greece","In Service"
12845655,9082805,"SOL Delta",351552000,"OEL Delta","Panama","Straits Orient Lines","Straits Orient Lines","Transworld Group","01-Jun-1995","05-May-1994",,7819,,,23016,25.3,9.85," 3 x Crane SWL 40 tons at 28m.",,,"VLS IFO",54.5,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,108mkW total at 113rpm",17822,,,,19.6,4,,"Fully Cellular Container","Indian Subcontinent (68.8 %)",21,184.7,,,,"U.A.E.","In Service"
12897733,9122021,"Safmarine Agulhas",636090161,"Merkur Delta","Liberia","Safmarine","F. A. Vinnen & Co","F. A. Vinnen & Co","01-Oct-1995",,"01-Aug-1994",7771,,,22900,25.3,9.89," 3 x Crane SWL 40 tons at 28m.",,,"IFO 380",113,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,108mkW total at 113rpm",17822,,,,19.7,5,,"Fully Cellular Container",,24,184.1,,,,"Germany","Total Loss"
12910133,9122045,"Cielo di Agadir",636018977,"CCNI Magallanes","Liberia",,"D'Amico Soc di Nav","D'Amico Soc di Nav","01-May-1996","26-Jan-1996","01-Dec-1994",7851,392,"09-Nov-2018",22984,25.3,9.89," 3 x Crane SWL 40 tons at 28m.",,,"IFO 380",54.6,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,108mkW total at 113rpm",17822,,,,19.7,4,,"Fully Cellular Container",,,183.9,,,,"Italy","Dead/Demolished"
12924819,9123221,"MSC Elsa 3",636016814,"Alexandra N","Liberia","MSC","MSC","MSC","01-Jun-1997","18-Feb-1997","03-Mar-1995",7841,,,22900,25.3,9.9," 3 x Crane SWL 40 tons",,,"VLS IFO",22,"1 x Diesel - Sulzer 6RTA62U - 2-stroke 6-cyl. 620mm x2150mm bore/stroke 13,127mkW total at 113rpm",17848,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 300cu.m/hr - 2022 installation year",13,4,29817,"Fully Cellular Container","West Coast Africa (99.9 %)",19,184.7,,,,"Italy","In Service"
12914265,9123582,"HR Farha",405000337,"Kota Wangi","Bangladesh","HR Lines Ltd","HR Lines Ltd","Karnaphuli Group","01-Aug-1996","03-Apr-1996","31-Dec-1994",,,,24657,27.6,9.54,,,,"VLS IFO",43,"1 x Diesel - Mitsubishi 6UEC60LS - 2-stroke 6-cyl. 600mm x2200mm bore/stroke 10,591mkW total at 100rpm",14400,,,"1 x Oily Water Separator - Marinfloc OWS-CD, 1 x BWTS - Ballast Water Treatment System - DESMI CompactClean OptIMO at 750cu.m/hr - 2021 installation year",19,4,,"Fully Cellular Container","Indian Subcontinent (65.5 %)",19,184.51,,,,"Bangladesh","In Service"
12914399,9123594,"HR Aarai",405000338,"Kota Wangsa","Bangladesh","HR Lines Ltd","HR Lines Ltd","Karnaphuli Group","01-Sep-1996","08-May-1996","31-Dec-1994",7500,,,22703,27.6,9.54,,,,"VLS IFO",43,"1 x Diesel - Mitsubishi 6UEC60LS - 2-stroke 6-cyl. 600mm x2200mm bore/stroke 10,591mkW total at 100rpm",14400,,,"1 x Oily Water Separator - Marinfloc OWS-CD, 1 x BWTS - Ballast Water Treatment System - DESMI CompactClean OptIMO at 750cu.m/hr - 2021 installation year",19,4,,"Fully Cellular Container","Indian Subcontinent (66.5 %)",19,184.51,,,,"Bangladesh","In Service"
12914423,9123609,"Salam Mulia",533130547,"Kota Waruna","Malaysia","PIL","PIL","PIL","01-Nov-1996","05-Jun-1996","31-Dec-1994",6842,442,"08-Feb-2019",22703,27.6,9.54,,,,"IFO 380",43,"1 x Diesel - Mitsubishi 6UEC60LS - 2-stroke 6-cyl. 600mm x2200mm bore/stroke 10,591mkW total at 100rpm",14400,,,"1 x Oily Water Separator - Marinfloc OWS-CD",19,4,,"Fully Cellular Container",,23,184.51,,,,"Singapore","Dead/Demolished"
13044987,9157399,"HR Sahare",405000292,"Sahare","Bangladesh","HR Lines Ltd","HR Lines Ltd","Karnaphuli Group","01-Oct-1997","24-Mar-1997","28-Oct-1996",,,,24637,27.6,9.54,,,,"VLS IFO",41.5,"1 x Diesel - Mitsubishi 6UEC60LS - 2-stroke 6-cyl. 600mm x2200mm bore/stroke 10,591mkW total at 100rpm",14400,,,"1 x Oily Water Separator - Marinfloc OWS-CD, 1 x BWTS - Ballast Water Treatment System (Pending) - DESMI CompactClean OptIMO at 750cu.m/hr - 2022 installation year",19,4,,"Fully Cellular Container","Indian Subcontinent (68.8 %)",19,184.5,,,,"Bangladesh","In Service"
13045063,9157404,"HR Sarera",405000291,"Sarera","Bangladesh","HR Lines Ltd","HR Lines Ltd","Karnaphuli Group","01-Nov-1997","08-May-1997","28-Oct-1996",,,,24636,27.6,9.54,,,,"VLS IFO",41.5,"1 x Diesel - Mitsubishi 6UEC60LS - 2-stroke 6-cyl. 600mm x2200mm bore/stroke 10,591mkW total at 100rpm",14400,,,"1 x Oily Water Separator - Marinfloc OWS-CD, 1 x BWTS - Ballast Water Treatment System (Pending) - DESMI CompactClean OptIMO at 750cu.m/hr - 2022 installation year",19,4,,"Fully Cellular Container","Indian Subcontinent (74.9 %)",19,184.5,,,,"Bangladesh","In Service"
13040305,9159842,"Princess of Ella",,"Princess of Luck","Palau",,"Victoria Oceanway","Victoria Oceanway","01-Jul-1997","14-Jan-1997","08-Oct-1996",,,"27-Dec-2018",24336,27.6,10.12,,30,"$m","VLS IFO",49,"1 x Diesel - MAN B. & W. 6S60MC6 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 12,268mkW total at 105rpm",16680,,,,19,,,"Fully Cellular Container",,,183.2,,,,"Greece","Dead/Demolished"
13048301,9160700,"Song Yunhe",352153000,,"Panama","COSCO Shipping Lines","COSCO Shipping Lines","China COSCO Shipping","01-Sep-1998","22-Jan-1998","01-Sep-1996",,,,23831,27.6,10," 1 x Gantry, Engine Room SWL 4 tons",,,"VLS IFO",49,"1 x Diesel - MAN B. & W. 6S60MC6 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 11,768mkW total at 105rpm",16000,,,"1 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-500 at 500cu.m/hr - 2021 installation year",19.1,5,,"Fully Cellular Container","East Asia (100.0 %)",24,182.8,,,,"China P.R.","In Service"
13048435,9160712,"Feng Yun He",357025000,,"Panama","COSCO Shipping Lines","COSCO Shipping Lines","China COSCO Shipping","01-Nov-1998","22-Jan-1998","01-Sep-1996",,,,24251,27.6,10.12,,,,"VLS IFO",49,"1 x Diesel - MAN B. & W. 6S60MC6 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 11,768mkW total at 105rpm",16000,,,"1 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-500 at 500cu.m/hr - 2021 installation year",19.1,5,,"Fully Cellular Container","East Asia (91.0 %)",22,182.87,,,,"China P.R.","In Service"
12951457,9131852,"KMTC Pusan",441174000,,"South Korea","KMTC","KMTC","KMTC","01-Jan-1997","03-Aug-1996","28-Jul-1995",,,,21100,27.2,9.2,,25,"$m","VLS IFO",45.5,"1 x Diesel - MAN B. & W. 7S60MC6 - 2-stroke 7-cyl. 600mm x2292mm bore/stroke 14,315mkW total at 105rpm",19460,,,"1 x BWTS - Ballast Water Treatment System - TechCross ECS-300 - Electro-Cleen™ at 300cu.m/hr - 2022 installation year",19.7,7,,"Fully Cellular Container","East Asia (65.3 %)",18,168.56,,,,"South Korea","In Service"
12951581,9131864,"KMTC Ulsan",441788000,,"South Korea","KMTC","KMTC","KMTC","01-Jan-1997","16-Aug-1996","28-Jul-1995",,,,21100,27.2,9.2,,25,"$m","VLS IFO",45.5,"1 x Diesel - MAN B. & W. 7S60MC6 - 2-stroke 7-cyl. 600mm x2292mm bore/stroke 14,315mkW total at 105rpm",19460,,,"1 x BWTS - Ballast Water Treatment System - TechCross ECS-300 - Electro-Cleen™ at 300cu.m/hr - 2021 installation year",19.7,7,,"Fully Cellular Container","East Asia (62.6 %)",18,168.5,,,,"South Korea","In Service"
13029863,9157741,"KMTC Keelung",440585000,"Hansa Flensburg","South Korea","KMTC","KMTC","KMTC","01-Jan-1998","07-Oct-1997","31-Jul-1996",,,,20962,27.2,9.22,,28,"$m","VLS IFO",57,"1 x Diesel - MAN B. & W. 7S60MC6 - 2-stroke 7-cyl. 600mm x2292mm bore/stroke 14,315mkW total at 105rpm",19460,,,,19.6,7,,"Fully Cellular Container","East Asia (88.2 %)",19,168.53,,,,"South Korea","In Service"
13030043,9157753,"KMTC Hongkong",440672000,,"South Korea","KMTC","KMTC","KMTC","01-May-1998","30-Oct-1997","31-Jul-1996",,425,"19-Jul-2019",20999,27.2,9.21,,28,"$m","IFO 380",55,"1 x Diesel - MAN B. & W. 7S60MC6 - 2-stroke 7-cyl. 600mm x2292mm bore/stroke 14,315mkW total at 105rpm",19460,,,,19.6,7,,"Fully Cellular Container",,20,168.56,,,,"South Korea","Dead/Demolished"
13795049,9003196,"Tanto Bersama",525013014,"Asian Trader","Indonesia","Tanto Intim Line","Tanto Intim Line","Tanto Intim Line","01-Jan-1991",,,,,,22735,27.6,9.53,,,,"VLS IFO",41,"1 x Diesel - Mitsubishi 6UEC60LS - 2-stroke 6-cyl. 600mm x2200mm bore/stroke 9,529mkW total at 100rpm",12956,,,,19.1,5,,"Fully Cellular Container","South East Asia (100.0 %)",22,174.78,,,,"Indonesia","In Service"
13801425,8914269,"Meratus Medan 3",525025068,"Millenia Tower","Indonesia","Pelayaran Meratus","Pelayaran Meratus","Pelayaran Meratus","01-Jan-1990",,,,,,22734,27.6,9.53,,,,"VLS IFO",41,"1 x Diesel - Mitsubishi 6UEC60LS - 2-stroke 6-cyl. 600mm x2200mm bore/stroke 9,529mkW total at 100rpm",12956,,,,19,5,,"Fully Cellular Container","South East Asia (100.0 %)",21,184.51,,,,"Indonesia","In Service"
