"Listing"

"WFR Listing"
"Created 15 February 2022 02:20"


"CVN","IMO Number","Name","Built Date","Owner","Status","GT","Year Rebuilt Convert","Old Type","Main Bunker Capacity (m3)","Beta Atlantic/Pacific Based (Last 12 Months)","TEU","FEU Total Cap","Launch Date","Operational Speed (knots)","TPC","NT","Strengthened for Heavy Cargo","Strengthened for Ore","Owner Main Vessel Type","SOx Scrubber 1 Retrofit Date","Max TEU in Holds","Max TEU on Deck","Alternative Name","Ballast Cap (cu m)","Propulsor Detail","Crew Total No","Public Listed Company","Financial Lessor Owner","Alternative Fuel Types","Cargo Interests Company","State Interests Company","Private Equity Company","Joint Venture Company (Owner)","Hull No","Registered Owner Company","Box Hold Ind","Group Owner Country/Region","Great Lakes Only","Call Sign"
16079696,9438676,"Agios Spyridonas","01-Jan-2010","Safe Bulkers","In Service",51130,,,,"Pacific",,,,10.96,80.5,30678,,,"Panamax Bulker","18-Jan-2020",,,"Agios Spyridonas",40686,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 127rpm",,"Y",,,,,,,"S1040","Hai Kuo Shipping 1964b Ltd.",,"Greece","N","5BWU4"
16181582,9565704,"Michalis","01-Aug-2010","Kyla Shipping","In Service",51130,,,,"Atlantic/Pacific",,,,10.71,80.5,30678,,,"Panamax Bulker",,,,"Michalis",40686,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 127rpm",19,,,,,,,,"S1086","ZORA MARINE CO LTD",,"Greece","N","A8TZ8"
16185830,9590096,"Star Aphrodite","01-Jun-2011","Star Bulk Carriers","In Service",51117,,,3303.10,"Pacific",,,"11-Apr-2011",10.61,80.5,30606,,,"Bulker","15-Jul-2019",,,"Star Aphrodite",24225,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 127rpm",22,"Y",,,,,,,"S1125","ABY II LLC",,"Greece","N","D5ZI4"
16177985,9629720,"RTM Dias","01-Jan-2013","Rio Tinto Shipping","In Service",51057,,,3622,"Pacific",,,,11.17,80,29849,,,"Panamax Bulker",,,,"RTM Dias",30658,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 97rpm, Ø7.00m, 1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"364","Rio Tinto Shipping (Asia) Pte. Ltd.",,"Australia",,"9V2778"
16177998,9629732,"RTM Flinders","01-Mar-2013","Rio Tinto Shipping","In Service",51057,,,3622,"Pacific",,,"13-Dec-2012",11.43,80,24915,,,"Panamax Bulker",,,,"RTM Flinders",30658,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 97rpm, Ø7.00m, 1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"365","Rio Tinto Shipping (Asia) Pte. Ltd.",,"Australia",,"9V2780"
16105870,9460631,"Suoh Pacific","01-Mar-2011","Nippon Yusen Kaisha","In Service",50987,,,3739,"Pacific",,,"02-Feb-2011",11.12,,28719,,,"Diverse","28-Aug-2019",,,"Suoh Pacific",32121,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",20,"Y",,,,,,,"10592","NIPPON YUSEN KABUSHIKI KAISHA",,"Japan",,"7JPU"
16177864,9568213,"Mizunagi II","01-Dec-2010","Mitsui OSK Lines","In Service",50927,,,3622,"Pacific",,,"24-Oct-2010",11.81,,29849,,,"Diverse",,,,"Mizunagi II",30658,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",20,"Y",,,,,,,"335","ERICA NAVIGATION S.A.",,"Japan",,"3FJL"
16181061,9568201,"Reiyo","01-Dec-2010","Mitsui OSK Lines","In Service",50927,,,3622,"Pacific",,,"02-Oct-2010",11.57,,29849,,,"Diverse",,,,"Reiyo",30658,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",20,"Y",,,,,,,"334","ERICA NAVIGATION S.A.",,"Japan",,"3EZH4"
16177956,9568237,"Ohshu Maru","01-Jun-2011","Seno Kisen","In Service",50927,,,3622,"Pacific",,,"01-Apr-2011",10.87,,29849,,,"Diverse",,,,"Ohshu Maru",30658,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",20,,,,,,,,"337","Erica Navigation SA",,"Japan",,"A8ZJ5"
16177877,9568225,"Saiyo","01-Jul-2011","Toyo Sangyo","In Service",50927,,,3622,"Pacific",,,"23-Apr-2011",10.88,,29849,,,"Capesize Bulker",,,,"Saiyo",30658,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",21,,,,,,,,"336","Seno Kisen Co, Ltd.",,"Japan",,"A8ZS9"
16223509,9621285,"Kiyo","01-Nov-2012","Toyo Sangyo","In Service",50927,,,3622,"Pacific",,,"20-Jun-2012",11.27,,29489,"Y",,"Capesize Bulker",,,,"Kiyo",30677,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"346","Erica Navigation SA",,"Japan",,"D5CV7"
16223512,9621297,"Yuyo","01-Oct-2013","Toyo Sangyo","In Service",50927,,,3622,"Pacific",,,"18-Feb-2013",11.36,,29489,,,"Capesize Bulker",,,,"Yuyo",30677,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"347","Erica Navigation S.A.",,"Japan",,"D5FB5"
16072084,9414890,"Andrea Palladio","01-Jun-2010","Daiwa Kisen Co Ltd","In Service",50907,,,3739,"Pacific",,,"01-May-2010",11.77,,28683,,,"Bulker",,,,"Andrea Palladio",35223,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"10500","Forward Gloria Navigation S.A.",,"Japan",,"3FPE7"
16105867,9443827,"North Fortune","01-Sep-2010","Nippon Yusen Kaisha","In Service",50907,,,3729,"Pacific",,,"05-Aug-2010",11.21,,29485,,,"Diverse","26-Aug-2020",,,"North Fortune",32121,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",20,"Y",,,,,,,"10591","SNC FRANCOIS",,"Japan",,"3EVF5"
16151743,9514963,"Hakuyo","01-Oct-2012","Usui Kaiun Co. Ltd.","In Service",50888,,,3739,"Pacific",,,,11.47,,29493,,,"Handymax Bulker",,,,"Hakuyo",31447,"1 x FP Propeller (Aft Centre) (mechanical), 87rpm",,,,,,,,,"10594","OLAMAR NAVEGACION S.A.",,"Japan",,"3FSP4"
16151822,9477206,"Shoryu","01-Jul-2010","Usui Kaiun Co. Ltd.","In Service",50888,,,3739,"Pacific",,,"17-Jun-2010",10.98,,29493,,,"Handymax Bulker",,,,"Shoryu",32121,"1 x FP Propeller (Aft Centre) (mechanical), 87rpm",21,,,,,,,,"10590","OLAMAR NAVEGACION S.A.",,"Japan",,"3FVC5"
16169430,9529633,"Rin Yo","01-May-2012","Usui Kaiun Co. Ltd.","In Service",50888,,,3739,"Pacific",,,,11.78,,29456,,,"Handymax Bulker",,,,"Rin Yo",31450,"1 x FP Propeller (Aft Centre) (mechanical), 87rpm",20,,,,,,,,"10635","OLAMAR NAVEGACION S.A.",,"Japan",,"3FAB2"
16169443,9552915,"Century Wave","01-Jul-2013","NS United KK","In Service",50888,,,3739,"Pacific",,,"02-May-2013",12.01,,29456,,,"Capesize Bulker",,,,"Century Wave",31476,"1 x FP Propeller (Aft Centre) (mechanical), 87rpm",,"Y",,,,,,,"10637","RAINBOW QUEST SHIPPING S.A.",,"Japan",,"3FDT"
16178337,9552848,"Soyo","01-Jul-2012","Nippon Yusen Kaisha","In Service",50872,,,3739,"Pacific",,,,11.74,,28713,,,"Diverse","05-Oct-2020",,,"Soyo",33384,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"10700","NIPPON YUSEN KABUSHIKI KAISHA",,"Japan",,"7JVA"
16081815,9450894,"Star Despoina","01-Jun-2010","Star Bulk Carriers","In Service",50868,,,,"Atlantic/Pacific",,,"02-May-2010",11.32,80.5,29996,,,"Bulker","28-Jul-2019",,,"Star Despoina",40686,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 127rpm",,"Y",,,,,,,"S1054","AUGUSTEA BULK CARRIER LTD.",,"Greece","N","D5ZI5"
16081828,9450909,"Star Piera","01-Oct-2010","Star Bulk Carriers","In Service",50868,,,,"Pacific",,,"24-Aug-2010",10.47,80.5,30678,,,"Bulker","30-Jun-2019",,,"Star Piera",40686,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 127rpm",,"Y",,,,,,,"S1055","Augustea Bulk Carrier Ltd.",,"Greece","N","D5ZJ3"
16151385,9414929,"Costanza","01-Apr-2010","Orient Line Co. Ltd.","In Service",50864,,,3739,"Atlantic/Pacific",,,"23-Mar-2010",10.73,,29485,,,"Bulker",,,,"Costanza",32121,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm",20,,,,,,,,"10570","Silver Star Ship Line, S.A.",,"Japan",,"3FAN8"
16126338,9498901,"Thalia","01-Oct-2010","Laskaridis Shipping","In Service",50729,,,,"Atlantic/Pacific",,,"06-Dec-2009",12.29,80.9,30722,,,"Panamax Bulker",,,,"Thalia",42414,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",18,,,,,,,,"2102","FIRST RAINBOW SHIPPING SA",,"Greece","N","HOXN"
16126259,9498846,"Cornelie Oldendorff","01-Apr-2011","Oldendorff Carriers","In Service",50729,,,,"Atlantic/Pacific",,,,12.08,80.9,30722,,,"Bulker","13-Dec-2019",,,"Cornelie Oldendorff",42414,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",15,,,,,,,,"2100","Catania Shipping Inc.",,"Germany","N","A8YF9"
16160990,9570852,"Charlotte Oldendorff","01-Nov-2010","Oldendorff Carriers","In Service",50729,,,,"Atlantic/Pacific",,,"27-Aug-2010",12,80.9,30722,,,"Bulker","18-Feb-2020",,,"Charlotte Oldendorff",26664,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Wartsila CME, 105rpm",20,,,,,,,,"2125","Rosewater Maritime Inc.",,"Germany","N","D5YK4"
16126309,9498860,"Shun Chang","01-May-2010","Ocean Longevity","In Service",50729,,,,"Pacific",,,"20-Jul-2009",10.63,80.9,30722,,,"Bulker",,,,"Shun Chang",26664,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Wartsila CME, 105rpm",,,,,"Y",,,,"2108","Bao Chang Maritime Inc.",,"Hong Kong","N","VREO6"
16160987,9570840,"Elvia","01-Sep-2010","Dauelsberg, Herm","In Service",50729,,,3795.56,"Pacific",,,"13-Jun-2010",11.47,80.9,30722,,,"Bulker",,,,"Elvia",26664,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Wartsila CME, 105rpm",,,,,,,,,"2124","ELVIA SHIPPING CORPORATION",,"Germany","N","D5XZ7"
16126233,9498822,"Heide","01-Apr-2010","Empire Bulkers","In Service",50729,,,,"Atlantic/Pacific",,,,12.05,80.9,30722,,,"Handysize Bulker",,,,"Heide",26664,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",15,,,,,,,,"2098","HEIDE MARITIME LTD",,"Greece","N","V7AX2"
16126246,9498834,"Tramontana","01-Apr-2011","Interocean Trans Ltd","In Service",50729,,,,"Atlantic/Pacific",,,,11.64,80.9,30722,,,"Panamax Bulker",,,,"Tramontana",42414,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",15,,,,,,,,"2099","Manarola Investments Inc",,"Argentina","N","3FGI3"
16075919,9437414,"Ocean Treasure","01-Dec-2010","China Ship Fund","Idle",50725,,,3500,"Atlantic/Pacific",,,"28-May-2010",11.86,80,30732,"Y",,"Panamax Bulker",,,,"Ocean Treasure",26666,"1 x FP Propeller (Aft Centre) (mechanical), Wartsila CME, 105rpm",,,,,,"Y","Y",,"07-0421","SAGITTARIUS SHIPPING CO., LIMITED","N","China P.R.","N","VRGX5"
16075922,9438729,"Ocean Rhea","01-Jul-2011","China Ship Fund","In Service",50725,,,3500,"Pacific",,,"29-Sep-2010",11.51,80,30732,"Y",,"Panamax Bulker",,,,"Ocean Rhea",26666,"1 x FP Propeller (Aft Centre) (mechanical), Wartsila CME, 105rpm",,,,,,"Y","Y",,"07-0422","CANISMINOR SHIPPNG CO., LIMITED","N","China P.R.","N","VRHN2"
16081394,9605841,"Minoan Falcon","01-Jun-2011","Modion Maritime SA","In Service",50725,,,3500,"Atlantic/Pacific",,,"15-Mar-2011",11.34,80,31267,"Y",,"Panamax Bulker",,,,"Minoan Falcon",26666,"1 x FP Propeller (Aft Centre) (mechanical), Wartsila CME, 105rpm",,,,,,,,,"07-0423","MAJESTY SHIPTRADE LTD","N","Greece","N","5LAP4"
16126220,9498810,"Thassos Warrior","01-Apr-2010","Polembros Bulkers","In Service",50697,,,,"Pacific",,,,12.3,80.9,30722,"Y",,"Panamax Bulker",,,,"Thassos Warrior",26664,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",15,,,,,,,,"2097","DIMITRA NAVIGATION INC.",,"Greece","N","D5VE9"
16126325,9498896,"Albert Oldendorff","01-Jul-2010","Oldendorff Carriers","Idle",50697,,,,"Atlantic/Pacific",,,"12-Feb-2010",9.65,80.9,30722,,,"Bulker","10-Feb-2021",,,"Albert Oldendorff",42414,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",20,,,,,,,,"2101","Oldendorff Carriers GmbH & Co. KG",,"Germany","N","D5OX8"
16185401,9498872,"Tai Chang","01-Apr-2010","Ocean Longevity","In Service",50697,,,,"Pacific",,,"20-Dec-2009",11.18,80.9,30722,,,"Bulker",,,,"Tai Chang",26664,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Wartsila CME, 105rpm",,,,,"Y",,,,"2128","Tai Chang Maritime Inc.",,"Hong Kong","N","VRES4"
59490557,9490557,"GH Harmony","01-Feb-2010","Great Harvest","In Service",50697,,,3563.43,"Pacific",,,"16-Oct-2009",10.44,80.9,30722,,,"Panamax Bulker",,,,"GH Harmony",26664,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 105rpm, Ø7.00m",20,"Y",,,,,,,"H2089","United Edge Holdings Ltd.",,"Hong Kong",,"VRNJ6"
16160974,9570838,"Cervia","01-Jul-2010","Asiatic Lloyd","In Service",50697,,,,"Atlantic/Pacific",,,"02-Apr-2010",11.88,80.9,30722,,,"Container",,,,"Cervia",26664,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Wartsila CME, 105rpm",18,,"Y",,,,,,"2123","Cervia Shipping & Trading Inc.",,"Singapore","N","A8VT2"
16161005,9570864,"Piavia","01-Apr-2011","Asiatic Lloyd","Idle",50697,,,,"Pacific",,,"12-Nov-2010",11.85,80.9,30722,,,"Container",,,,"Piavia",26664,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Wartsila CME, 105rpm",,,"Y",,,,,,"2126","Piavia Shipping & Trading Inc.",,"Singapore","N","A8WI8"
16120794,9487677,"FPMC B 105","01-Nov-2011","Formosa Plastics Co","In Service",50695,,,3525,"Pacific",,,"08-Sep-2011",11.83,80.9,30722,"Y",,"Tanker","06-Jan-2020",,,"FPMC B 105",26123,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Wartsila CME, 105rpm",19,,,,"Y",,,,"858","Fpmc 105 Marine Corp.",,"Taiwan","N","A8ZM2"
16120802,9487689,"FPMC B 106","01-Jan-2012","Formosa Plastics Co","Idle",50695,,,3796.91,"Pacific",,,"28-Sep-2011",11.95,80.9,30722,"Y",,"Tanker","20-Apr-2020",,,"FPMC B 106",26123,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Wartsila CME, 105rpm",19,,,,"Y",,,,"859","Fpmc 106 Marine Corp.",,"Taiwan","N","A8ZM3"
16120815,9487691,"FPMC B 107","01-Feb-2012","Formosa Plastics Co","In Service",50695,,,3525,"Pacific",,,"24-Oct-2011",11.6,80.9,30722,"Y",,"Tanker","22-Mar-2020",,,"FPMC B 107",26123,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Wartsila CME, 105rpm",19,,,,"Y",,,,"860","Fpmc 107 Marine Corp.",,"Taiwan","N","A8ZM4"
16120828,9487706,"FPMC B 108","01-Mar-2012","Formosa Plastics Co","In Service",50695,,,3492.16,"Pacific",,,"10-Nov-2011",11.64,80.9,30722,"Y",,"Tanker","25-May-2020",,,"FPMC B 108",26123,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Wartsila CME, 105rpm",,,,,"Y",,,,"861","Fpmc 108 Marine Corp.",,"Taiwan","N","A8ZM5"
16234376,9658927,"Shohaku","01-Sep-2013","Hachiuma Steamship","In Service",50668,,,3739,"Pacific",,,"26-Jul-2013",11.42,,29023,,,"Bulker","27-Sep-2020",,,"Shohaku",32419,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"10702","Misuga SA",,"Japan",,"3FWP8"
16234389,9658939,"Hokuriku Maru","01-Dec-2013","Hachiuma Steamship","In Service",50668,,,3739,"Pacific",,,"27-Oct-2013",10.49,,29023,,,"Bulker",,,,"Hokuriku Maru",32419,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"10703","UTSUGI SHIP HOLDING LLC",,"Japan",,"7JQO"
16165711,9604952,"Venus Horizon","01-Feb-2012","Safe Bulkers","In Service",50647,,,3674,"Atlantic/Pacific",,,"24-Dec-2011",11.55,83.6,31567,"Y",,"Panamax Bulker","25-Aug-2019",,,"Venus Horizon",29354,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 101rpm",,"Y",,,,,,,"1594","Maxenteka Shipping Corp.","N","Greece","N","5BNP3"
16175673,9591600,"Venus History","01-Sep-2011","Safe Bulkers","In Service",50647,,,3674,"Pacific",,,"18-Jul-2011",11.62,83.6,31579,"Y",,"Panamax Bulker","17-Aug-2019",,,"Venus History",29354,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 101rpm",21,"Y",,,,,,,"1579","Shikoku Friendship Shipping Co.","N","Greece","N","5BKT3"
16102437,9615171,"CMB Medoc","01-Jun-2012","Ehime Kaiun","In Service",50633,,,3674,"Atlantic/Pacific",,,"23-Apr-2012",12.37,83.6,31410,"Y",,"Bulker",,,,"CMB Medoc",29354,"1 x FP Propeller (Aft Centre) (mechanical), 101rpm",,,,,,,,,"1562","E.K. LINE S.A.","N","Japan","N","3EUB6"
16165708,9641871,"Elegant Salute","01-Mar-2013","Nippon Yusen Kaisha","In Service",50629,,,3674,"Pacific",,,"24-Dec-2012",10.58,83.6,31530,"Y",,"Diverse","23-Sep-2020",,,"Elegant Salute",29354,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 105rpm",,"Y",,,,,,,"1589","NIPPON YUSEN KABUSHIKI KAISHA","N","Japan","N","7JNQ"
16226063,9633159,"Maizuru Kichijo","01-Dec-2012","Nippon Yusen Kaisha","In Service",50626,,,3904,"Pacific",,,,11.98,83.6,29309,"Y",,"Diverse",,,,"Maizuru Kichijo",28889,"1 x FP Propeller (Aft Centre) (mechanical), 101rpm",,"Y",,,,,,,"2505","Nippon Yusen Kabushiki Kaisha",,"Japan",,"7JPY"
16226089,9650793,"Azalea Wave","01-Mar-2013","Santoku Shipping","In Service",50626,,,3904,"Pacific",,,"01-Feb-2013",11.04,83.6,31470,"Y",,"Bulker",,,,"Azalea Wave",29354,"1 x FP Propeller (Aft Centre) (mechanical), 101rpm",,,"Y",,,,,,"2503","Lucretia Shipping, S.A.",,"Japan",,"D5DS5"
16165740,9633109,"NBA Van Gogh","01-Feb-2013","Mitsubishi Corp","Idle",50626,,,3674,"Atlantic",,,"29-Nov-2012",12.5,83.6,31470,"Y",,"Bulker",,,,"NBA Van Gogh",29354,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 101rpm",,"Y","Y",,,,,,"1604","NEXTREAM SHIPHOLDINGS S.A.","N","Japan","N","3FRY9"
16165779,9667332,"Venus Harmony","01-Nov-2013","Safe Bulkers","In Service",50626,,,3904,"Pacific",,,"11-Sep-2013",11.61,83.6,31470,"Y",,"Panamax Bulker",,,,"Venus Harmony",29354,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 91rpm",21,"Y",,,,,,,"1608","ARMONIKOS SHIPPING CORP","N","Greece","N","5BWN5"
16226050,9633147,"CMB Chardonnay","01-Nov-2012","Shoei Kisen Kaisha","In Service",50626,,,3904,"Pacific",,,,10.73,83.6,31470,"Y",,"Diverse",,,,"CMB Chardonnay",29354,"1 x FP Propeller (Aft Centre) (mechanical), 101rpm",,,"Y",,,,,,"2502","STC SHIPPING PTE LTD",,"Japan",,"9V6294"
16234268,9659830,"KM Hakata","01-Dec-2013","Higaki Sangyo Kaisha","In Service",50626,,,3904,"Pacific",,,"01-Jun-2013",11.35,83.6,31268,"Y",,"Bulker",,,,"KM Hakata",29354,"1 x FP Propeller (Aft Centre) (mechanical), 101rpm",,,,,,,,,"1597","Luster Maritime S.A.","N","Japan","N","3EXN5"
16226034,9633123,"Double Pride","01-Sep-2012","Sugahara Kisen","In Service",50626,,,3904,"Pacific",,,,11.28,83.6,31470,"Y",,"Bulker",,,,"Double Pride",29354,"1 x FP Propeller (Aft Centre) (mechanical), 101rpm",,,,,,,,,"2500","Bright Carrier S.A.",,"Japan",,"V7ZF5"
16226076,9650808,"Illawarra Fortune","01-May-2013","Pacific Carriers","In Service",50626,,,3904,"Pacific",,,"18-Mar-2013",12.49,83.6,31470,"Y",,"Diverse",,,,"Illawarra Fortune",29354,"1 x FP Propeller (Aft Centre) (mechanical), 101rpm",,,,,,,,,"2506","ROJA SHIPPING S.A.",,"Singapore",,"3FBZ8"
16165766,9667306,"Honest Sky","01-Oct-2013","Diamond Camellia SA","In Service",50625,,,3674,"Pacific",,,"24-Jul-2013",11.38,83.6,31470,"Y",,"Panamax Bulker",,,,"Honest Sky",29354,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 91rpm",21,,,,,,,,"1593","SHUNZAN KAIUN CO., LTD.","N","Japan","N","3FAA5"
16165661,9624249,"NBA Vermeer","01-Sep-2012","NYK Blkshp Atlnt","In Service",50625,,,3674,"Atlantic/Pacific",,,,11.93,83.6,31470,"Y",,"Panamax Bulker",,,,"NBA Vermeer",29354,"1 x FP Propeller (Aft Centre) (mechanical), 101rpm",,,,,,,,,"1584","NYK BULKSHIP (ATLANTIC) NV","N","Japan","N","3EXU3"
16114935,9602734,"Noble Salute","01-Mar-2012","Hachiuma Steamship","In Service",50625,,,3674,"Atlantic/Pacific",,,"07-Feb-2012",11.15,83.6,31463,"Y",,"Bulker","25-Oct-2019",,,"Noble Salute",29354,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",21,,,,,,,,"1566","Nippon Yusen Kabushiki Kaisha","N","Japan","N","7JSP"
16165674,9633082,"Claas Oldendorff","01-Jan-2013","Oldendorff Carriers","In Service",50625,,,3674,"Pacific",,,"24-Oct-2012",12.3,83.6,31470,"Y",,"Bulker",,,,"Claas Oldendorff",29354,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 105rpm",,,,,,,,,"1586","(bareboat Charterer)arkadia Shipping Inc.","N","Germany","N","5LBH9"
16165687,9641869,"Lowlands Energy","01-May-2013","CLdN Cobelfret","In Service",50625,,,3674,"Pacific",,,,12.35,83.6,31470,"Y",,"Ro-Ro",,,,"Lowlands Energy",29354,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 101rpm",,,,,,,,,"1587","COSMOS SHIP HOLDING S.A.","N","Belgium","N","3EZU3"
16234255,9659828,"Lowlands Rise","01-Aug-2013","CLdN Cobelfret","In Service",50625,,,3674,"Atlantic/Pacific",,,"12-Jun-2013",12.25,83.6,31470,,,"Ro-Ro",,,,"Lowlands Rise",29354,"1 x FP Propeller (Aft Centre) (mechanical), 101rpm",,,,,,,,,"1592","CLDN COBELFRET PTE. LTD.","N","Belgium","N","9V5373"
16102440,9615183,"CMB Pauillac","01-Aug-2012","Bocimar NV","In Service",50625,,,3674,"Pacific",,,"02-Jun-2012",11.58,83.6,31470,"Y",,"Capesize Bulker",,,,"CMB Pauillac",29354,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 101rpm",,,,,,,,,"1563","T.A.C.K. Shipping S.A.","N","Belgium","N","VROS3"
16165690,9633094,"Dilos Warrior","01-Nov-2012","Polembros Bulkers","In Service",50625,,,3674,"Pacific",,,,11.59,83.6,31470,"Y",,"Panamax Bulker",,,,"Dilos Warrior",29354,"1 x FP Propeller (Aft Centre) (mechanical), 101rpm",,,,,,,,,"1588","Sky Marine Enterprises Ltd","N","Greece","N","SVCO5"
16116047,9641857,"Serifos Warrior","01-Jan-2013","Polembros Bulkers","In Service",50625,,,3674,"Pacific",,,"14-Nov-2012",11.76,83.6,31470,"Y",,"Panamax Bulker",,,,"Serifos Warrior",29354,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 105rpm",,,,,,,,,"1578","SUNNY NAVIGATION INC.","N","Greece","N","D5DG3"
16230099,9615212,"KM Nagoya","01-Jul-2012","STC Shipping Pte Ltd","In Service",50625,,,3674,"Pacific",,,,12.08,83.6,31268,"Y",,"Bulker",,,,"KM Nagoya",29354,"1 x FP Propeller (Aft Centre) (mechanical), 101rpm",,,,,,,,,"1596","STC Shipping Pte Ltd","N","Japan","N","9V9970"
16230086,9615200,"Kai Yang Star","01-Jun-2012","UC Shipping Pte Ltd","In Service",50624,,,3674,"Pacific",,,,11.83,83.6,31541,,,"Panamax Bulker",,,,"Kai Yang Star",29354,"1 x FP Propeller (Aft Centre) (mechanical), 101rpm",,,,,,,,,"1581","Kaiyang Star Ship Ltd.","N","Singapore","N","H8WL"
16230073,9615195,"Sargam","01-May-2012","K-Line","In Service",50624,,,3674,"Pacific",,,"15-Mar-2012",11.97,83.6,31530,"Y",,"Bulker",,,,"Sargam",29354,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"1580","Kawasaki Kisen Kaisha, Ltd.","N","Japan","N","7JLX"
16230107,9633070,"Jozen","01-Feb-2013","Usui Kaiun Co. Ltd.","In Service",50624,,,3674,"Pacific",,,"06-Oct-2012",11.56,83.6,31470,,,"Handymax Bulker",,,,"Jozen",29354,"1 x FP Propeller (Aft Centre) (mechanical), 101rpm",,,,,,,,,"1585","Cumulus Maritime Inc.","N","Japan","N","3FJY4"
16226047,9633135,"Oriental Leader","01-Feb-2013","NYK Bulkship Korea C","In Service",50623,,,,"Pacific",,,"12-Dec-2012",12.28,83.6,31470,"Y",,"Bulker",,,,"Oriental Leader",44841,"1 x FP Propeller (Aft Centre) (mechanical), 101rpm",,,,,,,,,"2501","NYK BULKSHIP (KOREA) CO., LTD.",,"Japan",,"DSRL5"
16102424,9598335,"CMB Pomerol","01-Jan-2012","K-Line","Idle",50617,,,3674,"Pacific",,,"17-Nov-2011",12.12,83.6,31470,"Y",,"Bulker",,,,"CMB Pomerol",29354,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 101rpm",20,"Y",,,,,,,"1561","HK Queen Shipping Pte. Ltd.","N","Japan","N","3FFH"
16102453,9591571,"Cedric Oldendorff","01-Jun-2011","Oldendorff Carriers","In Service",50617,,,3674,"Atlantic/Pacific",,,"27-Apr-2011",12,83.6,31470,"Y",,"Bulker","15-Nov-2020",,,"Cedric Oldendorff",29354,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 105rpm",20,,,,,,,,"1553","CATANIA SHIPPING INC","N","Germany","N","D5YJ4"
16116063,9574121,"Kriti Warrior","01-Jan-2011","Polembros Bulkers","In Service",50617,,,3674,"Pacific",,,"19-Nov-2010",12.03,83.6,31470,"Y",,"Panamax Bulker",,,,"Kriti Warrior",29354,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"1552","Paradise Sea Navigation Inc.","N","Greece","N","D5YR8"
