"Listing"

"WFR Listing"
"Created 15 February 2022 21:18"


"CVN","IMO Number","Name","MMSI (Maritime Mobile Service Identity)","Ex Name","Flag State","Operator","Owner","Group Owner","Built Date","Keel Laid Date","Contract Date","LDT","Demo $/LDT","Demo Date","Dwt","Beam Mld (m)","Draught (m)","Gear Detail","Price (NB)","Currency (NB)","Main Engine Fuel Type","Main Consumption at Service Speed (tpd)
","Main Engine Detail","HP Total Propulsion","SOx Scrubber Status","Eco – Electronic Engine","Environmental Detail","Service Speed (knots)","Holds Total No","Grain Capacity (cu m)","Type","Main Global Zone (Last 12 Months %)","Est Crew No","LOA (m)","Ballast Speed (knots)","Laden Speed (knots)","Main Engine LNG Ready","Owner Nationality/Region","Builder"
15873699,9328936,"Star Laura",538002634,"Iron Fuzeyya","Marshall Is.","Star Bulk Carriers","Star Bulk Carriers","Star Bulk Carriers","01-Jan-2006","14-Dec-2004","26-Oct-2004",,,,82209,32.26,14.43,,,,"IFO 180",38.5,"1 x Diesel - MAN B. & W. 7S50MC-C8.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 9,800mkW total at 113rpm",13324,"Fitted",,"3 x BWTS - Ballast Water Treatment System - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr - 2019 installation year, 1 x Exhaust Scrubber - SOx - Ecospray ECO-EGC™ - Open Loop - 2019 installation year",14.5,7,97233,"Bulk Carrier","South East Asia (30.3 %)",27,228.99,,,,"Greece","Tsuneishi Zosen"
15873723,9328948,"Star Renee",538002636,"Coal Gypsy","Marshall Is.","Star Bulk Carriers","Star Bulk Carriers","Star Bulk Carriers","01-Nov-2006","22-Mar-2006","26-Oct-2004",11559,,,82221,32.26,14.43,,,,"IFO 180",38.5,"1 x Diesel - MAN B. & W. 7S50MC-C8.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 9,800mkW total at 113rpm",13324,"Fitted",,"1 x Exhaust Scrubber - SOx - Ecospray ECO-EGC™ - Open Loop - 2019 installation year",14.5,7,97186,"Bulk Carrier","East Asia (38.9 %)",21,228.99,,,,"Greece","Tsuneishi Zosen"
16063240,9422938,"Maia",538005041,"Valeria Della Gatta","Marshall Is.","Diana Shipping","Diana Shipping","Diana Shipping","01-Sep-2009","28-Apr-2009","08-Dec-2006",12157,,,82193,32.26,14.43,,,,"VLS IFO",38.5,"1 x Diesel - MAN B. & W. 6S60MC-C7.2 - 2-stroke 6-cyl. 600mm x2400mm bore/stroke 9,710mkW total at 97rpm",13200,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 3000cu.m/hr - 2019 installation year",14.5,7,97294.3,"Bulk Carrier","East Coast South America (20.1 %)",20,228.99,,,,"Greece","Tsuneishi Zosen"
16073115,9433614,"Lily Atlantic",354774000,,"Panama","K-Line","Toko Unyu KK","Toko Unyu KK","01-Sep-2009","22-Jun-2009","23-Feb-2007",,,,82171,32.26,14.43,,,,"VLS IFO",38.5,"1 x Diesel - MAN B. & W. 6S60MC-C7.2 - 2-stroke 6-cyl. 600mm x2400mm bore/stroke 9,710mkW total at 97rpm",13200,,,"1 x BWTS - Ballast Water Treatment System - JFE Engineering BallastAce® 3000x1-L at 3000cu.m/hr - 2019 installation year",14.5,7,97233,"Bulk Carrier","United Kingdom/Continent (23.2 %)",20,228.99,,,,"Japan","Tsuneishi Zosen"
16057823,9392420,"Navios Prosperity",372895000,,"Panama","Navios MLP","Keishin Kaiun K.K.","Keishin Kaiun K.K.","01-Jun-2007","17-May-2006","01-Jan-2006",10700,,,82535,32.26,14.43,,,,"VLS IFO",38.5,"1 x Diesel - MAN B. & W. 6S60MC6.1 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 11,000mkW total at 98rpm",14955,,,,14.5,7,97233,"Bulk Carrier","East Asia (34.9 %)",20,228.99,14.2,13.2,,"Japan","Tsuneishi Zosen"
16057836,9392432,"Seaduty",538007297,"Bulk Brasil","Marshall Is.","Thenamaris","Thenamaris","Thenamaris","01-Feb-2008","08-Jun-2006","01-Jan-2006",10700,,,82449,32.26,14.43,,,,"VLS IFO",38.5,"1 x Diesel - MAN B. & W. 6S60MC6.1 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 11,000mkW total at 98rpm",14955,,,"1 x BWTS - Ballast Water Treatment System (Pending) - TechCross ECS-1000 - Electro-Cleen™ at 1000cu.m/hr - 2022 installation year, 1 x BWTS - Ballast Water Treatment System (Pending) - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2022 installation year",14.5,7,97233,"Bulk Carrier","East Asia (48.8 %)",20,228.99,,,,"Greece","Tsuneishi Zosen"
16057849,9392444,"Oceanic",636018158,"Ocean Phoenix I","Liberia","Unisea Shipping","Unisea Shipping","Unisea Shipping","01-Nov-2007","23-May-2006","01-Jan-2006",,,,82471,32.26,14.43,,,,"VLS IFO",38.5,"1 x Diesel - MAN B. & W. 6S60MC6.1 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 11,000mkW total at 98rpm",149555,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 1200cu.m/hr - 2022 installation year",14.5,7,97233,"Bulk Carrier","East Asia (27.4 %)",20,228.99,,,,"Greece","Tsuneishi Zosen"
16057852,9401506,"Nikomarin",212914000,,"Cyprus","Mykonos Shpg. Co.","Mykonos Shpg. Co.","Mykonos Shpg. Co.","01-Apr-2007","16-Jun-2006","01-Jan-2006",,,,82623,32.26,14.43,,,,"VLS IFO",38.5,"1 x Diesel - MAN B. & W. 7S50MC-C8.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15799,,,"2 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2022 installation year",14.5,7,97233,"Bulk Carrier","South East Asia (26.9 %)",22,228.99,,,,"Greece","Tsuneishi Zosen"
16057865,9401518,"St. Dimitrios",249949000,"Barock","Malta","Balthellas Charter","Balthellas Charter","Balthellas Charter","01-Jul-2007","01-May-2006","01-Jan-2006",,,,82668,32.26,14.43,,,,"VLS IFO",38.5,"1 x Diesel - MAN B. & W. 7S50MC-C8.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15799,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1200cu.m/hr - 2020 installation year",14.5,7,97186,"Bulk Carrier","East Coast South America (28.6 %)",20,228.99,14,13.5,,"Greece","Tsuneishi Zosen"
16080850,9442744,"Beijing 2008",636013612,,"Liberia","Tsakos Shpg & Trdg","Tsakos Shpg & Trdg","Tsakos Group","01-Oct-2007","08-Jun-2006","01-Dec-2005",,,,82561,32.26,14.43,,,,"VLS IFO",38.5,"1 x Diesel - MAN B. & W. 7S50MC-C8.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 113rpm",15799,,,,14.5,7,97233,"Bulk Carrier","South East Asia (52.5 %)",20,228.99,,,,"Greece","Tsuneishi Zosen"
16080863,9442756,"London 2012",636013613,,"Liberia","Tsakos Shpg & Trdg","Tsakos Shpg & Trdg","Tsakos Group","01-Nov-2007","22-Jun-2006","01-Dec-2005",,,,82562,32.26,14.43,,,,"VLS IFO",38.5,"1 x Diesel - MAN B. & W. 7S50MC-C8.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 9,800mkW total at 113rpm",13315,,,,14.5,7,97233,"Bulk Carrier","East Asia (21.4 %)",20,228.99,,,,"Greece","Tsuneishi Zosen"
16057757,9370771,"Yarra Star",311001064,"Yarrawonga","Bahamas","Charterwell","Charterwell","Charterwell","01-May-2008","26-May-2006","01-Jan-2006",,,,82624,32.26,14.43,,,,"VLS IFO",38.5,"1 x Diesel - MAN B. & W. 7S50MC-C8.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 9,800mkW total at 113rpm",13324,,,"4 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2020 installation year",14.5,7,97233,"Bulk Carrier","South East Asia (46.3 %)",20,228.99,,,,"Greece","Tsuneishi Zosen"
16012772,9361213,"Star Helena",538002630,"Iron Bill","Marshall Is.","Star Bulk Carriers","Star Bulk Carriers","Star Bulk Carriers","01-Jun-2006","05-Jan-2006","22-Apr-2005",11593,,,82191,32.26,14.43,,45,"$m","IFO 180",38.5,"1 x Diesel - MAN B. & W. 7S50MC-C8.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 9,800mkW total at 113rpm",13315,"Fitted",,"1 x Exhaust Scrubber - SOx - AEC Maritime Open - 2019 installation year, 1 x BWTS - Ballast Water Treatment System - 2019 installation year",14.5,7,97233,"Bulk Carrier","South East Asia (21.5 %)",22,228.99,,,,"Greece","Tsuneishi Zosen"
15997209,9354832,"Star Nina",538002635,"Iron Kalypso","Marshall Is.","Star Bulk Carriers","Star Bulk Carriers","Star Bulk Carriers","01-Jan-2006","25-Aug-2005","18-Mar-2005",,,,82224,32.26,14.43,,,,"IFO 180",38.5,"1 x Diesel - MAN B. & W. 7S50MC-C8.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 9,800mkW total at 113rpm",13315,"Fitted",,"1 x Exhaust Scrubber - SOx - AEC Maritime Open - 2019 installation year, 1 x BWTS - Ballast Water Treatment System - 2021 installation year",14.5,7,97233,"Bulk Carrier","East Asia (23.9 %)",21,228.99,,,,"Greece","Tsuneishi Zosen"
15997333,9354844,"Alexandra",240690000,"CE-Mikela","Greece","SwissMarine Services","Neda Maritime Agency","Neda Maritime Agency","01-Mar-2006","08-Nov-2005","18-Mar-2005",,,,82329,32.26,14.43,,,,"VLS IFO",38.5,"1 x Diesel - MAN B. & W. 7S50MC-C8.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 9,800mkW total at 113rpm",13324,,,"2 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2021 installation year",14.5,7,97233,"Bulk Carrier","South East Asia (25.7 %)",26,228.99,,,,"Greece","Tsuneishi Zosen"
16012756,9354856,"Star Jennifer",538002631,"Ore Hansa","Marshall Is.",,"Star Bulk Carriers","Star Bulk Carriers","01-Mar-2006","18-Nov-2005","22-Apr-2005",,,,82209,32.26,14.43,,45,"$m","IFO 180",38.5,"1 x Diesel - MAN B. & W. 7S50MC-C8.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 9,800mkW total at 113rpm",13315,"Fitted",,"1 x Exhaust Scrubber - SOx - Ecospray ECO-EGC™ - Open Loop - 2019 installation year",14.5,7,97233,"Bulk Carrier","East Asia (30.3 %)",21,228.99,,,,"Greece","Tsuneishi Zosen"
15949679,9344095,"Pendulum",538005454,"Christina Victory","Marshall Is.","Star Bulk Carriers","Star Bulk Carriers","Star Bulk Carriers","01-Nov-2006","20-Jun-2006","20-Jan-2005",,,,82619,32.26,14.43,,,,"IFO 180",38.5,"1 x Diesel - MAN B. & W. 7S50MC-C8.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,060mkW total at 127rpm",15027,"Fitted",,"1 x Exhaust Scrubber - SOx - Ecospray ECO-EGC™ - Open Loop - 2019 installation year",14.5,7,97233,"Bulk Carrier","East Asia (37.6 %)",20,228.99,,,,"Greece","Tsuneishi Zosen"
16114193,9398656,"Dimitris A",210066000,"Dimitris Apesakis","Cyprus","Mykonos Shpg. Co.","Mykonos Shpg. Co.","Mykonos Shpg. Co.","01-Dec-2008","28-Jun-2006","01-Sep-2007",,,,82518,32.26,14.43,,,,"VLS IFO",38.5,"1 x Diesel - MAN B. & W. 7S50MC-C8.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15799,,,"2 x BWTS - Ballast Water Treatment System - TechCross ECS-1000 - Electro-Cleen™ at 1000cu.m/hr, 2 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr",14.5,7,97233,"Bulk Carrier","East Asia (16.3 %)",22,228.99,,,,"Greece","Tsuneishi Zhoushan"
12508499,9084164,"Fu Sheng",353394000,"Tuo Fu 11","Panama","Fusheng Shipping","Fusheng Shipping","Fusheng Shipping","01-Jun-1994","10-Nov-1993",,10780,,,77447,36,12.82,,,,"VLS IFO",36,"1 x Diesel - MAN B. & W. 5S60MC6 - 2-stroke 5-cyl. 600mm x2292mm bore/stroke 9,194mkW total at 105rpm",12500,,,,13.75,5,91045,"Bulk Carrier","South East Asia (61.9 %)",20,230.1,,,,"China P.R.","Kawasaki HI Kobe"
12593345,9151333,"Carina",312576000,"Corona Dynamic","Belize",,"Oceanic Ship Managem","Oceanic Ship Managem","01-Jan-1998","01-Jul-1997","31-Dec-1995",,,,77283,36,12.82,,,,"VLS IFO",42.3,"1 x Diesel - MAN B. & W. 6S60MC6 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 11,032mkW total at 105rpm",15000,,,,14.4,5,91045,"Bulk Carrier","South East Asia (39.5 %)",20,230,,,,"U.A.E.","Kawasaki HI Sakaide"
16030400,9389813,"Santa Maria",636021257,"Golden Opportunity","Liberia","Novamaris","Novamaris","Novamaris","01-Aug-2008","23-Aug-2007","20-Jan-2006",,,,75750,32.25,14.15,,35,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 5S60MC-C7.1 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15353,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 1200cu.m/hr - 2023 installation year",14.3,7,90636,"Bulk Carrier","United Kingdom/Continent (58.2 %)",20,224.9,,,,"Greece","Jiangsu Rongsheng"
16030413,9401362,"Golden Ice",538008051,,"Marshall Is.","Golden Ocean Group","Golden Ocean Group","Fredriksen Group","01-Dec-2008","28-Nov-2007","08-Jun-2006",,,,75750,32.25,14.15,,35,"$m","VLS IFO",41.5,"1 x Diesel - MAN B. & W. 5S60MC-C7.1 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15353,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 1200cu.m/hr - 2024 installation year",14.5,7,90636,"Bulk Carrier","East Coast North America (43.4 %)",22,224.9,,,,"Norway","Jiangsu Rongsheng"
16054530,9389825,"Goya",259776000,,"Norwegian Int'l","Mowinckels Rederi","Mowinckels Rederi","Mowinckels Rederi","01-Aug-2008","22-Sep-2007","29-Sep-2006",,,,75750,32.25,14.15,,34.5,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 5S60MC-C7.1 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15353,,,,14.3,7,90636,"Bulk Carrier","East Asia (27.9 %)",20,224.9,,,,"Norway","Jiangsu Rongsheng"
16054543,9413418,"Ioannis R",636019452,"Ogna","Liberia","John J. Rigos Marine","John J. Rigos Marine","John J. Rigos Marine","01-Sep-2008","28-Nov-2007","29-Sep-2006",,,,75750,32.25,14.15,,34.5,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 5S60MC-C7.1 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15353,,,"1 x BWTS - Ballast Water Treatment System - 2019 installation year",14.3,7,90636,"Bulk Carrier","East Asia (35.2 %)",20,224.9,,,,"Greece","Jiangsu Rongsheng"
16026232,9375927,"Thalassic",636018289,"Lucas Oldendorff","Liberia","Unisea Shipping","Unisea Shipping","Unisea Shipping","01-Dec-2009","20-Jun-2006","18-Nov-2005",,,,81426,32.26,14.38,,,,"VLS IFO",36,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15800,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1200cu.m/hr - 2020 installation year",14,7,95800,"Bulk Carrier","East Coast South America (33.2 %)",20,225,,,,"Greece","Universal SB Maizuru"
16021011,9376359,"Marielena",636013382,,"Liberia","Sea Traders","Sea Traders","Dynacom Tankers Mgmt","01-Aug-2008","20-Jun-2006","10-Aug-2005",,,,81354,32.26,14.38,,,,"VLS IFO",36,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15800,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 1200cu.m/hr - 2022 installation year",14,7,95800,"Bulk Carrier","East Asia (32.4 %)",22,224.9,,,,"Greece","Universal SB Maizuru"
16021024,9376361,"Okinawa",636013349,,"Liberia","Sea Traders","Sea Traders","Dynacom Tankers Mgmt","01-Jan-2009","20-Jun-2006","10-Aug-2005",,,,81397,32.26,14.38,,,,"VLS IFO",36,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15800,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1200cu.m/hr - 2019 installation year",14,7,95800,"Bulk Carrier","South East Asia (24.5 %)",15,225,,,,"Greece","Universal SB Maizuru"
16026229,9375915,"Cymona Galaxy",538005673,"Olympic Galaxy","Marshall Is.",,"Alassia Newships","Alassia Newships","01-Jun-2009","20-Jun-2006","18-Nov-2005",,,,81383,32.26,14.38,,,,"VLS IFO",36,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15800,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 2000cu.m/hr - 2019 installation year",14.8,7,96030,"Bulk Carrier","East Asia (53.8 %)",20,225,,,,"Greece","Universal SB Maizuru"
15653415,9314648,"Azur",538002853,,"Marshall Is.","Oldendorff Carriers","Transocean Maritime","Transocean Maritime","01-Nov-2007","16-Nov-2004","19-Dec-2003",,,,82282,32.26,14.43,,,,"VLS IFO",36,"1 x Diesel - MAN B. & W. 5S60MC-C7.1 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15353,,,"1 x BWTS - Ballast Water Treatment System (Pending) - Ecochlor ES-2200-3.0 at 2200cu.m/hr - 2022 installation year",13.5,7,96170,"Bulk Carrier","East Asia (42.6 %)",19,225,,,,"Monaco","Oshima Shipbuilding"
16042108,9528574,"Marco",636013854,,"Liberia","Sea Traders","Sea Traders","Dynacom Tankers Mgmt","01-Sep-2009","20-Jun-2006","01-Jan-2006",,,,81393,32.26,14.41,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 9,700mkW total at 116rpm",13188,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1200cu.m/hr - 2020 installation year",14.2,7,96030,"Bulk Carrier","East Asia (25.4 %)",15,224.9,,,,"Greece","Universal SB Maizuru"
16017285,9359545,"KM Mt. Jade",636013980,,"Liberia","Oldendorff Carriers","Kuang Ming Shpg.","Yang Ming Marine","01-Nov-2008","20-Jun-2006","01-Jun-2005",,,,81487,32.26,14.38,,35,"$m","VLS IFO",36,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 9,700mkW total at 127rpm",13188,,,"1 x BWTS - Ballast Water Treatment System - Sunrui BC-2000 at 2000cu.m/hr - 2021 installation year",14,7,96030,"Bulk Carrier","East Asia (35.8 %)",18,225,,,,"Taiwan","Universal SB Maizuru"
16077526,9376373,"Hampton Bay",248243000,"NCS Beijing","Malta","Rimorchiato. Riuniti","Rimorchiato. Riuniti","Rimorchiato. Riuniti","01-Apr-2009","20-Jun-2006","01-May-2005",,,,81508,32.26,14.38,,,,"VLS IFO",36,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15800,,,"1 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-2000 - 2019 installation year",14,7,95800,"Bulk Carrier","East Asia (30.2 %)",20,225,,,,"Italy","Universal SB Maizuru"
16077539,9376385,"Bellemar",209411000,"Triton Osprey","Cyprus","Mykonos Shpg. Co.","Mykonos Shpg. Co.","Mykonos Shpg. Co.","01-Nov-2007","20-Jun-2006","01-Jun-2005",,,,81448,32.26,14.41,,,,"VLS IFO",38,"1 x Diesel - MAN B. & W. 7S50MC-C8.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15800,,,"2 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2021 installation year",13,7,96030,"Bulk Carrier","East Asia (26.0 %)",22,224.9,,,,"Greece","Universal SB Maizuru"
15653257,9317511,"ASL Uranus",636020665,"Fortune Rainbow","Liberia","Agricore Group","Agricore Group","Agricore Group","01-Feb-2008","20-Aug-2004","19-Dec-2003",,,,82372,32.26,14.43,,,,"VLS IFO",37.4,"1 x Diesel - MAN B. & W. 5S60MC-C7.1 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15353,,,,13.9,7,96000,"Bulk Carrier","South East Asia (34.0 %)",21,224.86,14,13.5,,"Hong Kong","Oshima Shipbuilding"
15653381,9317523,"STL Miracle",636020720,"Fortune Sunny","Liberia",,"Unknown","Unknown","01-Oct-2008","20-Aug-2004","19-Dec-2003",,,,82338,32.26,14.43,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S60MC-C7.1 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15353,,,"1 x BWTS - Ballast Water Treatment System (Pending) - TechCross ECS-1000 - Electro-Cleen™ at 1000cu.m/hr - 2023 installation year",15.3,7,96170,"Bulk Carrier","South East Asia (30.8 %)",20,224.86,14,13.5,,"Unknown","Oshima Shipbuilding"
15912873,9340544,"Magic Argo",538009336,"Fortune Miracle","Marshall Is.","Castor Maritime","Castor Maritime","Castor Maritime","01-Jun-2009","07-Dec-2004","08-Dec-2004",,,,82338,32.26,14.53,,40,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 5S60MC-C8.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 10,187mkW total at 95rpm",13850,,,"2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr - 2019 installation year",14.2,7,96170,"Bulk Carrier","South East Asia (22.1 %)",20,224.99,14,13,,"Cyprus","Oshima Shipbuilding"
15912907,9340556,"Fortune Iris",477218100,,"Hong Kong",,"Cido Shipping","Cido Shipping","01-Apr-2009","07-Dec-2004","08-Dec-2004",10920,,,82372,32.26,14.43,,40,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 5S60MC-C8.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 10,187mkW total at 95rpm",13850,,,"2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1200 at 1200cu.m/hr - 2019 installation year",14.2,7,96085,"Bulk Carrier","South East Asia (38.7 %)",20,224.99,15,14,,"South Korea","Oshima Shipbuilding"
15871303,9336878,"Rosco Poplar",477743200,"Sunlight Ocean","Hong Kong","Rewood Ocean Shpg.","Rewood Ocean Shpg.","Rewood Ocean Shpg.","01-Oct-2008","02-Nov-2004","22-Oct-2004",10961,,,82331,32.26,14.43,,,,"VLS IFO",33,"1 x Diesel - MAN B. & W. 6S60MC6.1 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 9,372mkW total at 88rpm",12742,,,,12.3,7,95866,"Bulk Carrier","South East Asia (22.5 %)",21,224.86,14.6,13.6,,"China P.R.","Oshima Shipbuilding"
15871437,9336880,"Elena",311000157,"Florence Lily","Bahamas","Gestion Maritime","Gestion Maritime","Gestion Maritime","01-Jan-2009","30-Nov-2004","22-Oct-2004",10936,,,82331,32.26,14.43,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S60MC6.1 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 9,371mkW total at 88rpm",12741,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 1000cu.m/hr - 2024 installation year",15.5,7,95866,"Bulk Carrier","South East Asia (33.8 %)",20,224.86,,,,"Monaco","Oshima Shipbuilding"
15871561,9336892,"Lorient",538005853,"Epson Trader I","Marshall Is.","Pavimar SA","Pavimar SA","Pavimar SA","01-Mar-2009","01-Dec-2004","22-Oct-2004",,,,82331,32.26,14.43,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S60MC6.1 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 9,371mkW total at 88rpm",12741,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1500cu.m/hr - 2017 installation year",15.5,7,95866,"Bulk Carrier","South East Asia (32.0 %)",20,224.86,,,,"Greece","Oshima Shipbuilding"
15871695,9336907,"Glory Navigator",370937000,"Fortune Island","Panama",,"Glory Ships","Erasmus Corp","01-Oct-2008","02-Nov-2004","22-Oct-2004",,,,82331,32.26,14.43,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S60MC6.1 - 2-stroke 6-cyl. 600mm x2292mm bore/stroke 9,371mkW total at 88rpm",12741,,,"1 x BWTS - Ballast Water Treatment System (Pending) - Qingdao Headway HMT-1200 at 1200cu.m/hr - 2022 installation year",15.5,7,95866,"Bulk Carrier","East Coast South America (18.3 %)",20,224.86,,,,"Netherlands","Oshima Shipbuilding"
16020269,9363649,"Hong Jing",477114500,,"Hong Kong","COSCO Shipping Bulk","COSCO Shipping Bulk","China COSCO Shipping","01-Aug-2008","16-Dec-2004","27-Jul-2005",,,,82354,32.26,14.38,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S60MC-C7.1 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15353,,,,14.5,7,96085,"Bulk Carrier","South East Asia (42.2 %)",20,224.86,,,,"China P.R.","Oshima Shipbuilding"
15747431,9370197,"Castor",636019682,"Soroco","Liberia","Blumenthal, Johann","Blumenthal, Johann","Blumenthal, Johann","01-Mar-2008","27-Sep-2007","20-May-2004",9955,,,78888,32.24,14.38,,,,"VLS IFO",31.4,"1 x Diesel - MAN B. & W. 7S50MC6.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 9,560mkW total at 110rpm",12998,,,,14.5,7,91188,"Bulk Carrier","East Asia (35.8 %)",20,225,14,13.5,,"Germany","Sanoyas"
15747565,9391969,"May",538008539,"Lake Dahlia","Marshall Is.","Pavimar SA","Pavimar SA","Pavimar SA","01-Jan-2009","10-Jul-2008","20-May-2004",9955,,,78802,32.24,14.38,,,,"VLS IFO",31.4,"1 x Diesel - MAN B. & W. 7S50MC6.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 9,560mkW total at 110rpm",12998,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1500cu.m/hr - 2021 installation year",14.5,7,91238,"Bulk Carrier","East Asia (31.1 %)",20,225,14,13.5,,"Greece","Sanoyas"
15747699,9414151,"Maria D",538008546,"Triton Gannet","Marshall Is.","Oinoussian Diamond","Oinoussian Diamond","Oinoussian Diamond","01-Feb-2009","16-Aug-2008","20-May-2004",9955,,,78821,32.24,14.38,,,,"VLS IFO",31.4,"1 x Diesel - MAN B. & W. 7S50MC6.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 9,560mkW total at 110rpm",12998,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 1000cu.m/hr - 2022 installation year",14.5,7,91248,"Bulk Carrier","West Coast North America (26.7 %)",20,225,14,13.5,,"Greece","Sanoyas"
