"Listing"

"WFR Listing"
"Created 16 February 2022 05:30"


"CVN","Stock Exchange Ticker","Speed (knots)","Speed category","Great Lakes Fitted","Contract Date Ind","Self Unloader (Ind)","Builder Yard Location","Air Draft From Water Line (m)","Demo Location","Manager Group","Grabs Ind","Vessel Name Date","Ice Class (Ind)","Ice Notation","Self Unloader Type","Original Builder","Original Builder Group","FEU Max In Holds","FEU Max On Deck","Deck Strength (sq m t)","Deck Cargo (Ind)","SOx Scrubber Indicator","BWMS Status","Deck Timber Loading (Ind)","Pool Operator Country/Region","BWMS 1 Retrofit Date","BWMS Technology Type","Grabs No","Deck Cargo Height (m)","Auxiliary Engine Detail","BWMS 2 Retrofit Date","Propulsor Detail","Maximum Speed (knots)","Self Unloader Cap (t hr)","Total Cargo Decks No","Hatch Max Length (m)","Hatch Max Width (m)","Heavy Lift (Ind)","Hull Type"
16246890,,,,"N",,,"Taizhou",,,"Huanghua Lizhou",,"18-Nov-2008",,,,"Yuehang S.B. Co. Ltd","Yuehang S.B. Co. Ltd",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical)",,,1,25.16,12.56
16246908,,,,,,,"Taizhou",,,"Hainan Zhengsheng",,"01-Mar-2009",,,,"Yuehang S.B. Co. Ltd","Yuehang S.B. Co. Ltd",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical)"
16246911,,,,"N","Y",,"Taizhou",,,"Nantong Huali",,"01-Jul-2015",,,,"Jixiang Shipyard","Jixiang Shipyard",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical)",,,1,19.46,17.56
16246924,,,,,,,"Taizhou",,,"Rizhao Skyrun",,"01-Mar-2009",,,,"Yuehang S.B. Co. Ltd","Yuehang S.B. Co. Ltd",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical)"
16246953,,11.2,"Service",,,,"Taizhou",,,"Rizhao Donghongda",,"01-Nov-2008",,,,"Yanhai Shipyard","Yanhai Shipyard",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - Weichai Heavy X6170ZC-06 - 4-stroke 6-cyl. 170mm x 200mm bore/stroke 660mkW total at 1,000rpm driving 2 x AC generator(s) at 600ekW total, (750kVA total) 400V, 1 x Aux. Diesel Gen. - Deutz TBD226B-6CD5 - 4-stroke 6-cyl. 145mkW total at 1,500rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) 400V",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Ø4.82m"
16247118,,,,,"Y",,"Taizhou",,,"Sanmen Hongda Shpg",,"01-Feb-2009",,,,"Yuehang S.B. Co. Ltd","Yuehang S.B. Co. Ltd",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16247121,,,,,"Y",,"Taizhou",,,"Deqin Group",,"01-Nov-2008",,,,"Yuehang S.B. Co. Ltd","Yuehang S.B. Co. Ltd",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16249833,,11.3,"Service",,,,"Yangzhou",,,"Guoyu Logistics",,"14-Apr-2009","Y","B",,"Yangzhou Guoyu SB","Guoyu Logistics",,,,,,,,,,,,,,,"2 x FP Propeller (Aft Centre) (mechanical)"
16249846,,11.3,"Service",,,,"Yangzhou",,,"Guoyu Logistics",,"24-Jun-2009","Y","B",,"Yangzhou Guoyu SB","Guoyu Logistics",,,,,,,,,,,,,,,"2 x FP Propeller (Aft Centre) (mechanical)"
16249859,,11.3,"Service",,,,"Yangzhou",,,"Guoyu Logistics",,"01-Sep-2009","Y","B",,"Yangzhou Guoyu SB","Guoyu Logistics",,,,,,,,,,,,,,,"2 x FP Propeller (Aft Centre) (mechanical)"
16249862,,11.3,"Service",,,,"Yangzhou",,,"Guoyu Logistics",,"19-Nov-2008","Y","B",,"Yangzhou Guoyu SB","Guoyu Logistics",,,,,,,,,,,,,,,"2 x FP Propeller (Aft Centre) (mechanical)"
16251131,,13.2,"Service",,,,"Ningde",,,"CJSG Phoenix",,"26-Apr-2009","Y","B",,"Fujian Baima","Fujian Baima",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical)"
16259140,,11.5,"Service",,,,"Nanjing",,,"Nanjing Puxing Shpg",,"01-Jun-2017","Y","ICE CLASS B",,"Nanjing Yichun","Jiangsu Yichun Grp",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16259153,,11.5,"Service",,,,"Nanjing",,,"Jiangsu Yichun Grp",,"12-Jan-2008","Y","ICE CLASS B",,"Nanjing Yichun","Jiangsu Yichun Grp",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16259753,,,,,,,"Taizhou",,,"Weihai Yunzhou",,"01-May-2019",,,,"Taizhou Yuanyang","Taizhou Yuanyang",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - Zichai Power Z6170ZLCz-19 - 4-stroke 6-cyl. 170mm x 200mm bore/stroke 660mkW total at 1,000rpm driving 2 x Lanzhou Electric TFXW-355L6-H - AC generator(s) at 600ekW total, (750kVA total) 400V at 50Hz, 1 x Aux. Diesel Gen. - SDEC Power 6135JZCaf - 4-stroke 6-cyl. 135mm x 140mm bore/stroke 132mkW total at 1,500rpm driving 1 x Lanzhou Electric TFXW-250L4-H - AC generator(s) at 120ekW total, (150kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Mn-Al Bronze (Cu4))"
16265709,,12,"Service",,,,"Ningde",,,"Mintai Shipping Co",,"17-Sep-2006",,,,"Mindong Congmao","Mindong Congmao",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16265712,,12,"Service",,,,"Ningde",,,"Mintai Shipping Co",,"27-Jul-2006",,,,"Mindong Congmao","Mindong Congmao",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16265725,,12,"Service",,,,"Ningbo",,,"Shishishi Fujia",,"16-Apr-2008",,,,"Ningbo Dongfang","Ningbo Dongfang",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - Weichai Heavy CW6200ZD-7 - 4-stroke 6-cyl. 200mm x 270mm bore/stroke 900mkW total at 750rpm driving 2 x Hyundai Electric 1FC6 456-8SA42 - AC generator(s) at 700ekW total, (875kVA total) 400V, 1 x Aux. Diesel Gen. - Weichai Heavy4-stroke 138mkW total at 1,500rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) 400V",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 173rpm, Ø4.25m",,,1
16265738,,,,,,,"Ningbo",,,"Ningbo Yonghong",,"01-Jun-2018",,,,"Ningbo Dongfang","Ningbo Dongfang",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - Zichai Power Z6170ZLD-1 - 4-stroke 6-cyl. 170mm x 200mm bore/stroke 660mkW total at 1,000rpm driving 2 x AC generator(s) at 50Hz",,"1 x Propeller (Aft Centre) (mechanical)"
16267266,,,,"N",,,"Yangzhou",40,,"Changyuan Shpg",,"08-Dec-2009","Y","B",,"Jiangsu Runyang","Jiangsu Runyang",,,,,,,,,,,,,,,"2 x Propeller (Aft) (mechanical)",,,1
16267279,,,,,,,"Taizhou",,,"Nantong Kanghai Shpg",,"09-Jun-2007",,,,"Yingbin S.B.","Yingbin S.B.",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)",,,,19,12
16271234,,12.8,"Service","N","M",,"Taizhou",,,"Nanjing Puxing Shpg",,"01-Jun-2021","Y","B",,"Zhejiang Jiuzhou","Zhejiang Jiuzhou",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 173rpm",,,1
16272336,,12.5,"Service",,,,"Taizhou",,,"Tianjin Hengrun",,"01-Mar-2019",,,,"Taizhou Haibin","Taizhou Haibin",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)",,,1
16272978,,12.41,"Service",,,,"Taizhou",,,,,"01-Oct-2020",,,,"Zhejiang Haifeng","Zhejiang Haifeng",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)",,,1
16273096,,12.5,"Service",,,,"Yangzhou",,,"Taizhou Jinxin Shpg.",,"01-Aug-2008","Y","B",,"Jiangsu Runyang","Jiangsu Runyang",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)",,,1
16273746,,11.77,"Service",,,,"Yangzhou",,,"Weilun Shipping",,"01-Dec-2009","Y","B",,"Jiangsu Longchuan","Jiangsu Longchuan",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)",,,1,19.63,12.58
16273759,,11.77,"Service",,,,"Yangzhou",,,"Quanzhou Jihang",,"01-Dec-2009","Y","B",,"Jiangsu Longhai SB","Jiangsu Longchuan",,,,,,,,,,,,,,,"1 x Propeller (Aft) (mechanical)",,,1
16273825,,12.5,"Service",,,,"Taizhou",,,"Hai Sheng",,"01-Jun-2017","Y","B",,"Zhejiang Jiuzhou","Zhejiang Jiuzhou",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical)",,,1
16273870,,12.2,"Service",,,,"Taizhou",,,"Jiangsu Huajiang",,"20-Jan-2009","Y","B",,"Hexing Shipyard","Hexing Shipyard",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical)",,,1
16274185,,12.7,"Service",,,,"Taizhou",,,"Jiangsu Zhongkai",,"01-May-2008","Y","B",,"Hexing Shipyard","Hexing Shipyard",,,,,,,,,,,,,,,"1 x Propeller (Aft) (mechanical)",,,1
16274206,,12.6,"Service",,,,"Wenling",,,"Zhonghui Shpg",,"01-Mar-2015","Y","B",,"Zhejiang Zhenxing","Zhejiang Zhenxing",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)",,,1
16282456,,,,,,,"Fuzhou",,,"Fujian Xinhai Shpg.",,"01-Aug-2009","Y","B",,"Xiongying Shipyard","Xiongying Shipyard",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16282469,,,,,,,"Fuzhou",,,"Yida Shpg",,"01-Jan-2009","Y","B",,"Xiongying Shipyard","Xiongying Shipyard",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16282472,,11.77,"Service",,,,"Yangzhou",,,"Taizhou Yongan",,"01-Aug-2009","Y","B",,"Jiangsu Runyang","Jiangsu Runyang",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16282485,,12,"Service",,,,"Wenzhou",,,"Ningbo Lianhe",,"01-Dec-2009","Y","B",,"Zhejiang Fanshun","China Shenfei Group",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical), 173rpm"
16282498,,,,,,,"Ningbo",,,"Taizhou Yunlai",,"01-Jun-2009","Y","B",,"Ningbo Zhongyang","Ningbo Zhongyang",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical)"
16282506,,,,,,,"Taizhou",,,"Anhui Conch Cement",,"01-Apr-2009","Y","B",,"Taizhou Haibin","Taizhou Haibin",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16282519,,,,,,,"Taizhou",,,"Anhui Conch Cement",,"01-Sep-2009","Y","B",,"Taizhou Haibin","Taizhou Haibin",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16282522,,,,,,,"Zhoushan",,,"Weifang Xinhang",,"01-May-2020","Y","B",,"Zhejiang Cheng Lu","Chenzhou Group",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16282535,,,,,,,"Taizhou",,,"Zhejiang Energy",,"01-Mar-2008","Y","B",,"Taizhou Yuanyang","Taizhou Yuanyang",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16282548,,,,,,,"Taizhou",,,"Anhui Conch Cement",,"01-Jan-2008","Y","B",,"Taizhou Haibin","Taizhou Haibin",,,,,,,,,,,,,,,"2 x Propeller (Aft) (mechanical)"
16282551,,,,,,,"Taizhou",,,"Anhui Conch Cement",,"01-Sep-2007","Y","B",,"Taizhou Haibin","Taizhou Haibin",,,,,,,,,,,,,,,"2 x Propeller (Aft) (mechanical)"
16282764,,,,,,,"Wenling",,,"Nanjing Jianghai",,"01-May-2007","Y","B",,"Songmen Xianfeng","Songmen Xianfeng",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16282780,,,,,,,"Taizhou",,,"Fuzhou Kuaihang",,"01-Jul-2017","Y","B",,"Linhai Changshun SB","Linhai Changshun SB",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16282793,,,,,,,"Wenling",,,"Zhejiang Xiehai Shpg",,"01-Feb-2017","Y","B",,"Songmen Shenghai","Songmen Shenghai",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16282801,,,,,,,"Taizhou",,,"Xiamen Zhonghaitong",,"01-Sep-2006","Y","B",,"Zhejiang Changhong","Zhejiang Changhong",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)",,,1,25.2,12.6
16282814,,,,,,,"Wenling",,,"Anhui Yunhai",,"01-Jun-2017","Y","B",,"Songmen Xianfeng","Songmen Xianfeng",,,,,,,,,,,,,,,"2 x Propeller (Aft) (mechanical)"
16282827,,,,,,,"Ningbo",,,"Hainan Jinghua",,"01-Jun-2021",,,,"Ningbo Dongfang","Ningbo Dongfang",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Ningbo C.S.I. Power4-stroke 6-cyl. 160mm x 882mkW total at 1,000rpm driving 3 x Hyundai Electric 1FC5 356-6TA42 - AC generator(s) at 750ekW total, (938kVA total) 400V at 50Hz, 1 x Aux. Diesel Gen. - Deutz TD226B-6CD - 4-stroke 6-cyl. 90mkW total at 1,500rpm driving 1 x AC generator(s) at 75ekW total, (94kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Ø4.78m"
16286717,,,,,"M",,"Taizhou",,,"Weilun Shipping",,"01-Jan-2006","Y","B",,"Zhejiang Changhong","Zhejiang Changhong",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)",,,,,,"N"
16286962,,11.5,"Eco-Speed",,"M",,"Wenling",,,"Shantou Diyuan",,"01-Sep-2005","Y","B",,"Songmen Xianfeng","Songmen Xianfeng",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)",,,,24.75,15.2,"N"
16287248,,,,,,,"Taizhou",,,"Anhui Conch Cement",,"01-Sep-2007",,,,"Taizhou Haibin","Taizhou Haibin",,,,,,,,,,,,,,,"2 x Propeller (Aft) (mechanical)"
16287819,,11.8,"Service",,"M",,"Taizhou",,,"Changchang Shpg",,"01-Apr-2006","Y","B",,"Zhejiang Changhong","Zhejiang Changhong",,,,,,,,,,,,,,,"2 x Propeller (Aft) (mechanical)",,,,,,"N"
16293315,,,,,,,"Ningbo",,,"Ningbo Jinchuan",,"01-Oct-2020","Y","ICE CLASS B",,"Ningbo Dongfang","Ningbo Dongfang",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16293344,,11.9,"Service",,"E",,"Taizhou",,,"Oriental Phoebe",,"01-Dec-2020",,,,"Zhejiang Changhong","Zhejiang Changhong",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)",,,1,25.2,12.6
16294433,,,,,,,"Taizhou",,,,,"01-Aug-2021","Y","ICE CLASS B",,"Huajie Shipbuilding","Huajie Shipbuilding",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Weichai Heavy X6170ZC-02A - 4-stroke 6-cyl. 170mm x 200mm bore/stroke 840mkW total at 1,000rpm driving 3 x Lanzhou Electric TFXW-355M6-H - AC generator(s) at 750ekW total, (937.50kVA total) 400V at 50Hz, 1 x Aux. Diesel Gen. - 4-stroke 180mkW total at 1,500rpm driving 1 x Lanzhou Electric TFXW-250L4-H - AC generator(s) at 120ekW total, (150kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Ø4.58m"
16294462,,,,,,,"Taizhou",,,"Zheshang Development",,"01-Nov-2008","Y","ICE CLASS B",,"Zhejiang Haifeng","Zhejiang Haifeng",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), Ø4.67m"
16294475,,,,,,,"Ningde",,,"Nanjing Huahai",,"01-Sep-2009",,,,"Fujian Changxing SB","Zhongzheng Group",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), Ø4.36m"
16294491,,,,,,,"Linhai",,,"Zhejiang Qinfeng",,"01-Sep-2009",,,,"Linhai Huipu SB","Taizhou Puchuan",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16294509,,,,,,,"Taizhou",,,"Zhejiang Qinfeng",,"01-Dec-2009","Y","ICE CLASS B",,"Wenling Shiji Yard","Wenling Shiji Yard",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), Ø4.35m"
16296961,,,,,,,"Wenzhou",,,"Realshipping Intl",,"01-Dec-2005",,,,"Yueqin Zhongrui","Yueqin Zhongrui",,,,,,,,,,,,,,,"1 x FP Propeller (Aft) (mechanical), Ø3.60m",,,1,24.7,13
16296974,,,,,,,"Nanjing",,,"Heng Yuan Marine",,"01-Apr-2009","N",,,"Hongying Shipyard","Hongying Shipyard",,,,,,,,,,,,,,,"1 x Propeller (Aft) (mechanical)",,,,23.8,12
16297676,,,,,,,"Ningde",,,"Donghai Shipping",,"01-Apr-2009",,,,"Fujian Baima","Fujian Baima",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical)"
16299533,,,,,,,"Wuhu",,,,,"01-Jul-2019","Y","ICE CLASS B",,"Chaohu Shunfeng SB","Chaohu Shunfeng SB",,,,,,,,,,,,,"1 x Aux. Diesel Gen. - Weichai Heavy4-stroke 235mkW total at 1,000rpm driving 1 x AC generator(s) at 200ekW total, (250kVA total) 400V, 1 x Aux. Diesel Gen. - Deutz TD226B-6CD - 4-stroke 6-cyl. 132mkW total at 1,500rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) 400V, 1 x Aux. Diesel Gen. - Deutz TD226B-6CD - 4-stroke 6-cyl. 90mkW total at 1,500rpm driving 1 x AC generator(s) at 75ekW total, (93.75kVA total) 400V",,"1 x Propeller (Aft Centre) (mechanical)"
16302042,,,,,,,"Taizhou",,,"Nanjing Jianghai",,"01-Feb-2009","Y","ICE CLASS B",,"Zhejiang Haicheng SB","Zhejiang Haicheng SB",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Weichai Heavy4-stroke 6-cyl. 170mm x 200mm bore/stroke 990mkW total at 1,000rpm driving 3 x AC generator(s) at 900ekW total, (1,125kVA total) 400V at 50Hz",,"1 x Propeller (Aft Centre) (mechanical), Ø4.67m"
16302055,,,,,,,"Wenling",,,"Nanjing Jianghai",,"01-Aug-2009","Y","ICE CLASS B",,"Zhejiang Zhenxing","Zhejiang Zhenxing",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Weichai Heavy4-stroke 6-cyl. 170mm x 200mm bore/stroke 840mkW total at 1,500rpm driving 3 x AC generator(s) at 750ekW total, (600kVA total) 400V at 50Hz",,"1 x Propeller (Aft Centre) (mechanical)"
16302068,,,,,,,"Taizhou",,,"Nanjing Jianghai",,"01-Sep-2007","Y","ICE CLASS B",,"Taizhou Yuanyang","Taizhou Yuanyang",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - Cummins Inc NTA855-G2 - 4-stroke 6-cyl. 140mm x 152mm bore/stroke 568mkW total at 1,500rpm driving 2 x Marathon Electric MP-H-250-4 - AC generator(s) at 500ekW total, (625kVA total) 400V at 50Hz, 1 x Aux. Diesel Gen. - SDEC Power 6135ACaf - 4-stroke 6-cyl. 135mm x 140mm bore/stroke 96mkW total at 1,500rpm driving 1 x Marathon Electric MP-H-250-4 - AC generator(s) at 75ekW total, (93.75kVA total) 400V at 50Hz",,"1 x Propeller (Aft) (mechanical), Ø4.76m"
16302071,,,,,,,"Nanjing",,,"Nanjing Jianghai",,"01-Feb-2009","Y","ICE CLASS B",,"Nanjing Shenghua","Nanjing Shenghua",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16305735,,11,"Laden",,,,"Ningbo",,,"Newshenghang Mngt",,"01-Sep-2009","Y","ICE CLASS B",,"Haigang Shipyard","Haigang Shipyard",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Weichai Heavy X6160ZC1 - 4-stroke 6-cyl. 160mm x 225mm bore/stroke 660mkW total at 1,000rpm driving 3 x GeXin TFXW-355 - AC generator(s) 400V at 50Hz, 1 x Aux. Diesel Gen. - SDEC Power 6135JZLCaf - 4-stroke 6-cyl. 135mm x 140mm bore/stroke 176mkW total at 1,500rpm driving 1 x GeXin TFXW-250 - AC generator(s) at 120ekW total, (150kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Copper-Nickel), Ø4.32m",,,,32,12.6
16306208,,,,,,,"Nanjing",,,"Pingtan Hengtai",,"01-Jan-2013",,,,"Jinda Shipyard","Kaisheng Holding",,,,,,,,,,,,,,,"1 x Propeller (Aft Centre) (mechanical)"
16306211,,12.5,"Service",,,,"Wenzhou",,,"Weiye Shpg",,"01-Mar-2017","Y","ICE CLASS B",,"Zhejiang Huaxia","Zhejiang Huaxia",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - Zichai Power Z6170ZLCz - 4-stroke 6-cyl. 170mm x 200mm bore/stroke 600mkW total at 1,000rpm driving 2 x GeXin TFXW-355 - AC generator(s) at 500ekW total, (625kVA total) 400V at 50Hz, 1 x Aux. Diesel Gen. - 4-stroke 6-cyl. 135mm x 132mkW total at 1,500rpm driving 1 x GeXin TFXW-250 - AC generator(s) at 120ekW total, (150kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Copper-Nickel), Ø4.38m"
16306224,,,,,,,"Taizhou",,,"Jiangsu Hualong",,"01-Jul-2006","Y","ICE CLASS B",,"Taizhou Tongtai S.Y.","Taizhou Tongtai S.Y.",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke 6-cyl. 126mm x 130mm bore/stroke 414mkW total at 1,500rpm driving 3 x Marathon Electric MP-H-120-4 - AC generator(s) at 360ekW total, (450kVA total) 400V at 50Hz, 1 x Aux. Diesel Gen. - 4-stroke 94mkW total at 1,500rpm driving 1 x AC generator(s) at 75ekW total, (94kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Ø3.85m"
16311365,,12,"Design Speed",,"E",,"Taizhou",,,"Fujian Yonghang",,"01-May-2015","Y","ICE CLASS B",,"Zhejiang Hangchang","Zhejiang Hangchang",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - SDEC Power G128ZLCaf3 - 4-stroke 6-cyl. 135mm x 150mm bore/stroke 552mkW total at 1,500rpm driving 2 x Marathon Electric MP-H-200-4 - AC generator(s) at 400ekW total, (500kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Ø4.07m",,,1,23.8,11.97
16312191,,,,,"E",,"Taizhou",,,"Guangdong Yue An",,"01-Apr-2013",,,,"Zhejiang Haifeng","Zhejiang Haifeng",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - 4-stroke 470mkW total at 1,500rpm driving 2 x AC generator(s) at 400ekW total, (500kVA total) 400V at 50Hz, 1 x Aux. Diesel Gen. - 4-stroke 132mkW total at 1,500rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Ø4.01m",,,1
16312209,,,,,,,"Yueyang",,,"Beihai Jiajie",,"01-Oct-2015",,,,"Yueyang Shipyard","Yueyang Shipyard",,,,,,,,,,,,,"1 x Aux. Diesel Gen. - Deutz TBD234V8 - 4-stroke 8-cyl. 128mm x 140mm bore/stroke 303mkW total at 1,800rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) 400V at 60Hz, 1 x Aux. Diesel Gen. - 4-stroke 220mkW total at 1,500rpm driving 1 x AC generator(s) at 200ekW total, (250kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Mn-Bronze (Cu1)), Ø3.80m"
16312267,,,,,,,"Taizhou",,,"Daishan Huaxiang",,"01-Jul-2015","Y","ICE CLASS B",,"Taizhou Zhongxing","Taizhou Zhongxing",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - Ningbo C.S.I. Power4-stroke 588mkW total at 1,000rpm driving 2 x Hyundai Electric AC generator(s) at 504ekW total, (630kVA total) 400V at 50Hz, 1 x Aux. Diesel Gen. - 4-stroke 6-cyl. 135mm x 133mkW total at 1,500rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Ø4.18m"
16312270,,,,,,,"Wenzhou",,,"Daishan Huaxiang",,"01-Jul-2008","Y","ICE CLASS B",,"Zhejiang Huaxia","Zhejiang Huaxia",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Weichai Heavy4-stroke 705mkW total at 1,500rpm driving 3 x AC generator(s) at 600ekW total, (750kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Ø4.00m"
16312283,,,,,,,"Linhai",,,"Ningbo Xingyu",,"01-Oct-2020","Y","ICE CLASS B",,"Linhai Hongzhou SB","Linhai Hongzhou SB",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - Weichai Heavy4-stroke 6-cyl. 470mkW total at 1,000rpm driving 2 x AC generator(s) at 400ekW total, (500kVA total) 400V at 50Hz, 1 x Aux. Diesel Gen. - Weichai Heavy4-stroke 6-cyl. 138mkW total at 1,500rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Mn-Al Bronze (Cu4)), Ø4.25m"
16312375,,,,,,,"Wenling",,,"Mingfu Shipping",,"01-Oct-2020","Y","ICE CLASS B",,"Songmen Shenghai","Songmen Shenghai",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - Weichai Heavy X6160ZC - 4-stroke 6-cyl. 160mm x 225mm bore/stroke 660mkW total at 1,000rpm driving 2 x AC generator(s) at 600ekW total, (750kVA total) 400V at 50Hz, 1 x Aux. Diesel Gen. - Deutz TBD226B-6CD5 - 4-stroke 6-cyl. 132mkW total at 1,500rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Mn-Al Bronze (Cu4)), Ø5.22m"
16313093,,,,,,,"Taizhou",,,"Zhejiang Huhang",,"01-Oct-2020","Y","ICE CLASS B",,"Zhejiang Hongguan","Zhejiang Hongguan",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - Zichai Power Z6170ZLCz - 4-stroke 6-cyl. 170mm x 200mm bore/stroke 600mkW total at 1,000rpm driving 2 x AC generator(s) at 500ekW total, (625kVA total) 400V at 50Hz, 1 x Aux. Diesel Gen. - 4-stroke 132mkW total at 1,500rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Ø4.44m",,,1
16313101,,,,,,,"Ningbo",,,"Ningbo Yongzheng",,"01-Nov-2009","Y","ICE CLASS B",,"Zhejiang Bohai SB","Zhejiang Bohai SB",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Weichai Heavy4-stroke 990mkW total at 1,000rpm driving 3 x AC generator(s) at 864ekW total, (1,080kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Ø5.13m"
