"Listing"

"WFR Listing"
"Created 09 March 2022 19:04"


"CVN","IMO Number","Name","MMSI (Maritime Mobile Service Identity)","Ex Name","Flag State","Operator","Owner","Group Owner","Built Date","Keel Laid Date","Contract Date","LDT","Demo $/LDT","Demo Date","Dwt","Beam Mld (m)","Draught (m)","Gear Detail","Price (NB)","Currency (NB)","Main Engine Fuel Type","Main Consumption at Service Speed (tpd)
","Main Engine Detail","HP Total Propulsion","SOx Scrubber Status","Eco – Electronic Engine","Environmental Detail","Service Speed (knots)","Holds Total No","Grain Capacity (cu m)","Type","Main Global Zone (Last 12 Months, %)","Est Crew No","LOA (m)","Ballast Speed (knots)","Laden Speed (knots)","Main Engine LNG Ready","Owner Nationality/Region","Status"
16345810,9859129,"CMA CGM Scandola",215839000,,"Malta","CMA CGM","Eastern Pacific Shpg","Eastern Pacific Shpg","01-Dec-2020","29-Apr-2020","01-Apr-2018",,,,154700,51,16,,,,"LNG, VLS IFO",,"1 x Diesel - MAN B. & W. 11G90ME-C10.5-GI - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 68,640mkW total at 84rpm",93324,,"Eco – Electronic Engine Modern","4 x Selective Catalytic Reduction - NOx NoNOx, 1 x BWTS - Ballast Water Treatment System",22,,,"Fully Cellular Container","Mediterranean / Black Sea (30.3 %)",20,366,,,,"Singapore","In Service"
16345823,9859131,"CMA CGM Iguacu",215966000,,"Malta","CMA CGM","Eastern Pacific Shpg","Eastern Pacific Shpg","01-Apr-2021","12-Oct-2020","01-Apr-2018",,,,154700,51,16,,,,"LNG, VLS IFO",,"1 x Diesel - MAN B. & W. 11G90ME-C10.5-GI - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 68,640mkW total at 84rpm",93324,,"Eco – Electronic Engine Modern","4 x Selective Catalytic Reduction - NOx NoNOx, 1 x BWTS - Ballast Water Treatment System",22,,,"Fully Cellular Container","Mediterranean / Black Sea (30.9 %)",20,366,,,,"Singapore","In Service"
16362491,9867827,"CMA CGM Bali",229393000,,"Malta","CMA CGM","Eastern Pacific Shpg","Eastern Pacific Shpg","01-Sep-2021","23-Feb-2021","01-Apr-2018",,,,154700,51,16,,,,"LNG, VLS IFO",,"1 x Diesel - MAN B. & W. 11G90ME-C10.5-GI - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 68,640mkW total at 84rpm",93324,,"Eco – Electronic Engine Modern","4 x Selective Catalytic Reduction - NOx NoNOx, 1 x BWTS - Ballast Water Treatment System",,,,"Fully Cellular Container","Mediterranean / Black Sea (55.9 %)",20,366,,,,"Singapore","In Service"
16386013,9897755,"CMA CGM Hope",229326000,,"Malta","CMA CGM","Eastern Pacific Shpg","Eastern Pacific Shpg","01-Oct-2021","16-Sep-2021","21-Sep-2019",,,,154700,51,16,,,,"LNG, VLS IFO",,"1 x Diesel - MAN B. & W. 11G90ME-C10.5-GI - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 68,640mkW total at 84rpm",93324,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 4 x Selective Catalytic Reduction - NOx NoNOx, 1 x EGR Exhaust Gas Recirculation - NOx - MAN B. & W.",22,,,"Fully Cellular Container","East Asia (32.4 %)",20,366,,,,"Singapore","In Service"
16386026,9897767,"CMA CGM Unity",229389000,,"Malta","CMA CGM","Eastern Pacific Shpg","Eastern Pacific Shpg","01-Dec-2021","26-Apr-2021","21-Sep-2019",,,,154700,51,16,,,,"LNG, VLS IFO",,"1 x Diesel - MAN B. & W. 11G90ME-C10.5-GI - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 68,640mkW total at 84rpm",93324,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 4 x Selective Catalytic Reduction - NOx NoNOx, 1 x EGR Exhaust Gas Recirculation - NOx - MAN B. & W.",22,,,"Fully Cellular Container","Mediterranean / Black Sea (57.6 %)",20,366,,,,"Singapore","Idle"
16272831,9737474,"Tokyo Triumph",563020400,,"Singapore","Evergreen Marine","Shoei Kisen Kaisha","Imabari Shipbuilding","01-Apr-2017",,"15-Jan-2013",,,,146792,51.2,15.5," 1 x Crane, Monorail Side Mounted - Nantong Sekigahara SWL 10.50 tons, 2 x Crane, Provision - Nantong Sekigahara SWL 4 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 11S90ME-C10.5 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 48,900mkW total at 76rpm",66485,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 1 x Exhaust Scrubber - SOx - Mitsubishi - 2020 installation year",24,,,"Fully Cellular Container","East Asia (28.0 %)",20,366,,,,"Japan","In Service"
16090109,9454424,"CMA CGM Magellan",215158000,,"Malta","CMA CGM","CMA CGM","CMA CGM","01-Sep-2010","29-Apr-2010","08-Jun-2007",,,,157254,51.2,15.5,,165,"$m","IFO 380",262,"1 x Diesel - Wartsila 2-stroke 14RT-flex96C-B - 2-stroke 14-cyl. 960mm x2500mm bore/stroke 80,080mkW total at 102rpm",108878,"Fitted","Eco – Electronic Engine","2 x BWTS - Ballast Water Treatment System - Bio-UV BIO-Sea® at 900cu.m/hr - 2021 installation year, 2 x Exhaust Scrubber - SOx - Yara Marine Tech Hybrid - 2021 installation year",24.1,9,,"Fully Cellular Container","East Coast North America (38.3 %)",19,365.5,,,,"France","In Service"
16272844,9737486,"Toledo Triumph",352149000,,"Panama","Evergreen Marine","Shoei Kisen Kaisha","Imabari Shipbuilding","01-Jun-2017",,"15-Jan-2013",,,,155000,51.2,15.5," 1 x Crane, Monorail Side Mounted - Nantong Sekigahara SWL 10.50 tons, 2 x Crane, Provision - Nantong Sekigahara SWL 4 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 11S90ME-C10.5 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 48,900mkW total at 76rpm",66485,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 1 x Exhaust Scrubber - SOx - Mitsubishi - 2020 installation year",24,,,"Fully Cellular Container","Mediterranean / Black Sea (24.2 %)",20,366,,,,"Japan","In Service"
16272857,9737498,"Taipei Triumph",563029900,,"Singapore","Evergreen Marine","Shoei Kisen Kaisha","Imabari Shipbuilding","01-Aug-2017","26-Dec-2014","12-May-2014",,,,146792,51.2,15.5," 1 x Crane, Monorail Side Mounted - Nantong Sekigahara SWL 10.50 tons, 2 x Crane, Provision - Nantong Sekigahara SWL 4 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 11S90ME-C10.5 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 48,900mkW total at 76rpm",66485,"Fitted","Eco – Electronic Engine Modern","1 x Exhaust Scrubber - SOx - Mitsubishi - 2020 installation year, 1 x BWTS - Ballast Water Treatment System",,,,"Fully Cellular Container","East Coast North America (33.8 %)",20,366,,,,"Japan","In Service"
16272828,9737462,"Tampa Triumph",374935000,,"Panama","Evergreen Marine","Shoei Kisen Kaisha","Imabari Shipbuilding","01-Mar-2017",,"15-Jan-2013",,,,155000,51.2,15.5," 1 x Crane, Monorail Side Mounted - Nantong Sekigahara SWL 10.50 tons, 2 x Crane, Provision - Nantong Sekigahara SWL 4 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 11S90ME-C10.5 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 48,900mkW total at 76rpm",66485,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 1 x Exhaust Scrubber - SOx - Mitsubishi - 2019 installation year",24,,,"Fully Cellular Container","United Kingdom/Continent (27.4 %)",20,366,,,,"Japan","In Service"
16355130,9857157,"MSC Orion",255806339,,"Madeira","MSC","Zodiac Maritime","Zodiac Maritime","01-Jan-2020","08-Jul-2019","01-Mar-2018",41893,,,158097,51,16,,102.3,"$m","IFO 380",137.1,"This equipment is designed to be LNG ready. 

1 x Diesel - WinGD 10X92 - 2-stroke 10-cyl. 920mm x3468mm bore/stroke 58,500mkW total at 80rpm",79538,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 5 x Selective Catalytic Reduction - NOx NoNOx, 1 x Exhaust Scrubber - SOx - HHI Power Systems",22,10,,"Fully Cellular Container","West Coast North America (38.5 %)",28,365.97,,,"LNG Ready","United Kingdom","In Service"
16355143,9857169,"MSC Aries",255806335,,"Madeira","MSC","Zodiac Maritime","Zodiac Maritime","01-Mar-2020","23-Sep-2019","01-Mar-2018",41893,,,158097,51,16,,102.3,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - WinGD 10X92 - 2-stroke 10-cyl. 920mm x3468mm bore/stroke 58,500mkW total at 80rpm",79538,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 5 x Selective Catalytic Reduction - NOx NoNOx, 1 x Exhaust Scrubber - SOx - HHI Power Systems",22,10,,"Fully Cellular Container","West Coast North America (62.7 %)",28,365.97,,,"LNG Ready","United Kingdom","In Service"
16355156,9857171,"MSC Virgo",255806340,,"Madeira","MSC","Zodiac Maritime","Zodiac Maritime","01-Jun-2020","18-Nov-2019","01-Mar-2018",41893,,,158097,51,16,,102.3,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - WinGD 10X92 - 2-stroke 10-cyl. 920mm x3468mm bore/stroke 58,500mkW total at 80rpm",79538,"Fitted","Eco – Electronic Engine Modern","5 x Selective Catalytic Reduction - NOx NoNOx, 1 x Exhaust Scrubber - SOx - HHI Power Systems, 1 x BWTS - Ballast Water Treatment System",22,10,,"Fully Cellular Container","East Coast North America (20.9 %)",28,365.97,,,"LNG Ready","United Kingdom","In Service"
16355169,9857183,"MSC Auriga",255806338,,"Madeira","MSC","Zodiac Maritime","Zodiac Maritime","01-Jul-2020","06-Jan-2020","01-Mar-2018",41893,,,158097,51,16,,102.3,"$m","IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - WinGD 10X92 - 2-stroke 10-cyl. 920mm x3468mm bore/stroke 58,500mkW total at 80rpm",79538,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 5 x Selective Catalytic Reduction - NOx NoNOx, 1 x Exhaust Scrubber - SOx - HHI Power Systems",22,10,,"Fully Cellular Container","West Coast North America (49.9 %)",28,365.97,,,"LNG Ready","United Kingdom","Idle"
16355172,9864215,"Zenith Lumos",232029038,,"United Kingdom","ONE","Zodiac Maritime","Zodiac Maritime","01-Sep-2020","02-Mar-2020","01-Jun-2018",41893,,,158097,51,16,,,,"IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - WinGD 10X92 - 2-stroke 10-cyl. 920mm x3468mm bore/stroke 58,500mkW total at 80rpm",79538,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 5 x Selective Catalytic Reduction - NOx NoNOx, 1 x Exhaust Scrubber - SOx - HHI Power Systems",22,10,,"Fully Cellular Container","Mediterranean / Black Sea (36.1 %)",28,365.97,,14,"LNG Ready","United Kingdom","In Service"
16357763,9864227,"Zephyr Lumos",232030743,,"United Kingdom","ONE","Zodiac Maritime","Zodiac Maritime","01-Jan-2021","20-Apr-2020","01-Jun-2018",41893,,,158097,51,16,,,,"IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - WinGD 10X92 - 2-stroke 10-cyl. 920mm x3468mm bore/stroke 58,500mkW total at 80rpm",79538,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 5 x Selective Catalytic Reduction - NOx NoNOx, 1 x Exhaust Scrubber - SOx - HHI Power Systems",22,10,,"Fully Cellular Container","Mediterranean / Black Sea (31.6 %)",28,365.97,,,"LNG Ready","United Kingdom","In Service"
16357789,9864239,"Zeus Lumos",232031318,,"United Kingdom","ONE","Zodiac Maritime","Zodiac Maritime","01-Mar-2021","24-Aug-2020","01-Jun-2018",41893,,,158097,51,16,,,,"IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - WinGD 10X92 - 2-stroke 10-cyl. 920mm x3468mm bore/stroke 58,500mkW total at 80rpm",79538,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 5 x Selective Catalytic Reduction - NOx NoNOx, 1 x Exhaust Scrubber - SOx - HHI Power Systems",22,10,,"Fully Cellular Container","Mediterranean / Black Sea (29.0 %)",28,365.97,,,"LNG Ready","United Kingdom","In Service"
16357792,9864241,"Zeal Lumos",232031320,,"United Kingdom","ONE","Zodiac Maritime","Zodiac Maritime","01-Jul-2021","18-Jan-2021","01-Jun-2018",41893,,,158097,51,16,,,,"IFO 380",,"This equipment is designed to be LNG ready. 

1 x Diesel - WinGD 10X92 - 2-stroke 10-cyl. 920mm x3468mm bore/stroke 58,500mkW total at 80rpm",79538,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 5 x Selective Catalytic Reduction - NOx NoNOx, 1 x Exhaust Scrubber - SOx - HHI Power Systems",22,10,,"Fully Cellular Container","East Asia (37.7 %)",28,365.97,,,"LNG Ready","United Kingdom","In Service"
16345757,9839909,"CMA CGM Argentina",215331000,,"Malta","CMA CGM","Eastern Pacific Shpg","Eastern Pacific Shpg","01-Jun-2019","11-Dec-2018","29-Sep-2017",,,,156656,51,16," 2 x Crane, Engine Room - Dongnam DMC (Aft & Fwd) SWL 12.50 tons, 2 x Crane, Provision (Port/Stbd.) SWL 3 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 11G90ME-C10.5 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 46,360mkW total at 75.70rpm",63031,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 6 x Selective Catalytic Reduction - NOx NoNOx, 1 x Exhaust Scrubber - SOx - Wartsila Moss Open Loop",22,,,"Fully Cellular Container","West Coast North America (35.2 %)",20,365.98,,,,"Singapore","In Service"
16345760,9839911,"CMA CGM Mexico",215354000,,"Malta","CMA CGM","Seaspan Corporation","Atlas Corp (Seaspan)","01-Jul-2019","21-Jan-2019","29-Sep-2017",,,,156656,51,16," 2 x Crane, Engine Room - Dongnam DMC (Aft & Fwd) SWL 12.50 tons, 2 x Crane, Provision (Port/Stbd.) SWL 3 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 11G90ME-C10.5 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 46,360mkW total at 75.70rpm",63031,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 6 x Selective Catalytic Reduction - NOx NoNOx, 1 x Exhaust Scrubber - SOx - Wartsila Moss Open Loop",22,,,"Fully Cellular Container","South East Asia (20.4 %)",20,365.98,,,,"Canada","In Service"
16345773,9839923,"CMA CGM Panama",215347000,,"Malta","CMA CGM","Eastern Pacific Shpg","Eastern Pacific Shpg","01-Sep-2019","26-Mar-2019","29-Sep-2017",,,,156656,51,16," 2 x Crane, Engine Room - Dongnam DMC (Aft & Fwd) SWL 12.50 tons, 2 x Crane, Provision (Port/Stbd.) SWL 3 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 11G90ME-C10.5 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 46,360mkW total at 75.70rpm",63031,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 6 x Selective Catalytic Reduction - NOx NoNOx, 1 x Exhaust Scrubber - SOx - Wartsila Moss Open Loop",22,,,"Fully Cellular Container","South East Asia (19.9 %)",20,365.98,,,,"Singapore","In Service"
16345786,9839935,"CMA CGM Chile",215346000,,"Malta","CMA CGM","Seaspan Corporation","Atlas Corp (Seaspan)","01-Dec-2019","17-Jun-2019","29-Sep-2017",,,,156656,51,16," 2 x Crane, Engine Room - Dongnam DMC (Aft & Fwd) SWL 12.50 tons, 2 x Crane, Provision (Port/Stbd.) SWL 3 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 11G90ME-C10.5 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 46,360mkW total at 75.70rpm",63031,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 6 x Selective Catalytic Reduction - NOx NoNOx, 1 x Exhaust Scrubber - SOx - Wartsila Moss Open Loop",22,,,"Fully Cellular Container","West Coast North America (29.7 %)",20,365.98,,,,"Canada","In Service"
16345799,9860245,"CMA CGM Brazil",215352000,,"Malta","CMA CGM","Eastern Pacific Shpg","Eastern Pacific Shpg","01-May-2020","11-Nov-2019","01-Apr-2018",,,,156656,51,16," 2 x Crane, Engine Room - Dongnam DMC (Aft & Fwd) SWL 12.50 tons, 2 x Crane, Provision (Port/Stbd.) SWL 3 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 11G90ME-C10.5 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 46,360mkW total at 75.70rpm",63031,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 6 x Selective Catalytic Reduction - NOx NoNOx, 1 x Exhaust Scrubber - SOx - Wartsila Moss Open Loop",22,,,"Fully Cellular Container","East Coast North America (25.8 %)",20,365.98,,,,"Singapore","In Service"
16235410,9665592,"Thalassa Hellas",563377000,,"Singapore","Evergreen Marine","Enesel SA","N.S. Lemos","01-Sep-2013","25-Mar-2013","03-Jul-2012",,,,152344,51,15.8,,114,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 11S90ME-C9.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 53,250mkW total at 81rpm",72400,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System - HHI-EMD (HiMSEN) Hi-Ballast",23,,,"Fully Cellular Container","East Asia (26.1 %)",20,368.45,,,,"Greece","In Service"
16235423,9665607,"Thalassa Patris",636021035,,"Liberia","Evergreen Marine","SFL Corporation","Fredriksen Group","01-Nov-2013","06-May-2013","03-Jul-2012",,,,152344,51,15.8,,114,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 11S90ME-C9.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 53,250mkW total at 81rpm",72400,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System - HHI-EMD (HiMSEN) Hi-Ballast",23,,,"Fully Cellular Container","United Kingdom/Continent (25.4 %)",20,368.45,,,,"Norway","In Service"
16235436,9665619,"Thalassa Pistis",219361000,,"Danish Int'l","Evergreen Marine","Navigare Capital","Navigare Capital","01-Jan-2014","15-Jul-2013","03-Jul-2012",,,,152344,51,15.8,,114,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 11S90ME-C9.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 53,250mkW total at 81rpm",72400,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System - HHI-EMD (HiMSEN) Hi-Ballast",23,,,"Fully Cellular Container","East Asia (26.7 %)",20,368.45,,,,"Denmark","In Service"
16235449,9665621,"Thalassa Elpida",636021036,,"Liberia","Evergreen Marine","SFL Corporation","Fredriksen Group","01-Mar-2014","09-Sep-2013","03-Jul-2012",,,,152344,51,15.8,,114,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 11S90ME-C9.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 53,250mkW total at 81rpm",72400,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System - HHI-EMD (HiMSEN) Hi-Ballast",23,,,"Fully Cellular Container","East Asia (23.2 %)",20,368.48,,,,"Norway","In Service"
16235452,9665633,"Thalassa Avra",564575000,,"Singapore","Evergreen Marine","Enesel SA","N.S. Lemos","01-Apr-2014","11-Nov-2013","03-Jul-2012",,,,152344,51,15.8,,114,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 11S90ME-C9.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 53,250mkW total at 81rpm",72400,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System - HHI-EMD (HiMSEN) Hi-Ballast",23,,,"Fully Cellular Container","East Asia (26.7 %)",20,368.45,,,,"Greece","In Service"
16235465,9665645,"Thalassa Niki",636093018,,"Liberia","Evergreen Marine","Enesel SA","N.S. Lemos","01-Jun-2014","09-Dec-2013","03-Jul-2012",,,,152344,51,15.8,,114,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 11S90ME-C9.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 53,250mkW total at 81rpm",72400,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System - HHI-EMD (HiMSEN) Hi-Ballast",23,,,"Fully Cellular Container","United Kingdom/Continent (25.4 %)",20,368.45,,,,"Greece","In Service"
16235478,9667150,"Thalassa Mana",636018700,,"Liberia","Evergreen Marine","SFL Corporation","Fredriksen Group","01-Jul-2014","18-Dec-2013","03-Jul-2012",,,,152344,51,15.8,,114,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 11S90ME-C9.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 53,250mkW total at 81rpm",72400,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System - HHI-EMD (HiMSEN) Hi-Ballast",23,,,"Fully Cellular Container","Mediterranean / Black Sea (24.6 %)",20,368.45,,,,"Norway","Idle"
16235481,9667162,"Thalassa Tyhi",636018702,,"Liberia","Evergreen Marine","SFL Corporation","Fredriksen Group","01-Jul-2014","18-Dec-2013","03-Jul-2012",,,,152344,51,15.8,,114,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 11S90ME-C9.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 53,250mkW total at 81rpm",72400,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System - HHI-EMD (HiMSEN) Hi-Ballast",23,,,"Fully Cellular Container","East Asia (29.4 %)",20,368.44,,,,"Norway","In Service"
16235494,9667174,"Thalassa Doxa",636018703,,"Liberia","Evergreen Marine","SFL Corporation","Fredriksen Group","01-Aug-2014","18-Dec-2013","03-Jul-2012",,,,152344,51,15.8,,114,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 11S90ME-C9.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 53,250mkW total at 81rpm",72400,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System - HHI-EMD (HiMSEN) Hi-Ballast",23,,,"Fully Cellular Container","East Asia (23.5 %)",20,368.5,,,,"Norway","In Service"
16235502,9667186,"Thalassa Axia",636018701,,"Liberia","Evergreen Marine","SFL Corporation","Fredriksen Group","01-Nov-2014","14-Apr-2014","03-Jul-2012",,,,152344,51,15.8,,114,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 11S90ME-C9.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 53,250mkW total at 81rpm",72400,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System - HHI-EMD (HiMSEN) Hi-Ballast",23,,,"Fully Cellular Container","East Asia (31.7 %)",20,368.43,,,,"Norway","In Service"
16272402,9728916,"Triton",249515000,,"Malta","Evergreen Marine","Costamare Shipping","Costamare Shipping","01-May-2016","09-Nov-2015","09-Jan-2014",,,,151796,51,15.8,,116.8,"$m","IFO 380",,"1 x Diesel - MAN B. & W. 11S90ME-C10.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 49,200mkW total at 77rpm",66893,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1000cu.m/hr, 1 x Exhaust Scrubber - SOx - Kangrim - 2020 installation year",23,,,"Fully Cellular Container","East Asia (26.9 %)",20,369,,,,"Greece","In Service"
16272415,9728928,"Titan",249558000,,"Malta","Evergreen Marine","Costamare Shipping","Costamare Shipping","01-Jun-2016","17-Nov-2015","09-Jan-2014",,,,131600,51,15.8,,116.8,"$m","IFO 380",,"1 x Diesel - MAN B. & W. 11S90ME-C10.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 49,200mkW total at 77rpm",66893,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1000cu.m/hr, 1 x Exhaust Scrubber - SOx - Kangrim - 2020 installation year",23,,,"Fully Cellular Container","East Asia (33.0 %)",20,369,,,,"Greece","In Service"
16272428,9728930,"Talos",249769000,,"Malta","Evergreen Marine","Costamare Shipping","Costamare Shipping","01-Sep-2016","28-Dec-2015","09-Jan-2014",,,,151796,51,15.8,,116.8,"$m","IFO 380",,"1 x Diesel - MAN B. & W. 11S90ME-C10.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 49,200mkW total at 77rpm",66893,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1000cu.m/hr, 1 x Exhaust Scrubber - SOx - Kangrim - 2020 installation year",23,,,"Fully Cellular Container","East Asia (40.7 %)",20,369,,,,"Greece","In Service"
16272431,9728942,"Taurus",249773000,,"Malta","Evergreen Marine","Costamare Shipping","Costamare Shipping","01-Oct-2016","08-Dec-2015","09-Jan-2014",,,,131600,51,15.8,,116.8,"$m","IFO 380",,"1 x Diesel - MAN B. & W. 11S90ME-C10.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 49,200mkW total at 77rpm",66893,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1000cu.m/hr - 2020 installation year, 1 x Exhaust Scrubber - SOx - Kangrim - 2020 installation year",23,,,"Fully Cellular Container","East Asia (38.9 %)",20,369,,,,"Greece","In Service"
16272457,9728954,"Theseus",249808000,,"Malta","Evergreen Marine","Costamare Shipping","Costamare Shipping","01-Oct-2016","08-Dec-2015","09-Jan-2014",,,,131600,51,15.8,,116.8,"$m","IFO 380",,"1 x Diesel - MAN B. & W. 11S90ME-C10.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 49,200mkW total at 77rpm",66893,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1000cu.m/hr, 1 x Exhaust Scrubber - SOx - Kangrim - 2020 installation year",23,,,"Fully Cellular Container","East Asia (24.6 %)",20,369,,,,"Greece","In Service"
16243736,9684641,"YM Wish",477006500,,"Hong Kong","Yang Ming Marine","Seaspan Corporation","Atlas Corp (Seaspan)","01-Mar-2015",,"16-Jan-2013",,,,145559,51,16.02,,105,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 11S90ME-C9.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 54,323mkW total at 84rpm",73858,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System",23.2,,,"Fully Cellular Container","Mediterranean / Black Sea (25.7 %)",20,368,,,,"Canada","In Service"
16243749,9684653,"YM World",477478800,,"Hong Kong","Yang Ming Marine","Seaspan Corporation","Atlas Corp (Seaspan)","01-Apr-2015","27-Oct-2014","16-Jan-2013",,,,145559,51,16.02,,105,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 11S90ME-C9.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 54,323mkW total at 84rpm",73858,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System",23.2,,,"Fully Cellular Container","East Asia (28.5 %)",20,368,,,,"Canada","In Service"
16243752,9684665,"YM Wellhead",477454100,,"Hong Kong","Yang Ming Marine","Seaspan Corporation","Atlas Corp (Seaspan)","01-Apr-2015","17-Nov-2014","16-Jan-2013",,,,145559,51,16.02,,105,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 11S90ME-C9.2 - 2-stroke 11-cyl. 900mm x3260mm bore/stroke 54,323mkW total at 84rpm",73858,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System",23.2,,,"Fully Cellular Container","East Coast North America (32.1 %)",20,368,,,,"Canada","Idle"
