"Listing"

"WFR Listing"
"Created 15 February 2022 21:19"


"CVN","IMO Number","Name","MMSI (Maritime Mobile Service Identity)","Ex Name","Flag State","Operator","Owner","Group Owner","Built Date","Keel Laid Date","Contract Date","LDT","Demo $/LDT","Demo Date","Dwt","Beam Mld (m)","Draught (m)","Gear Detail","Price (NB)","Currency (NB)","Main Engine Fuel Type","Main Consumption at Service Speed (tpd)
","Main Engine Detail","HP Total Propulsion","SOx Scrubber Status","Eco – Electronic Engine","Environmental Detail","Service Speed (knots)","Holds Total No","Grain Capacity (cu m)","Type","Main Global Zone (Last 12 Months %)","Est Crew No","LOA (m)","Ballast Speed (knots)","Laden Speed (knots)","Main Engine LNG Ready","Owner Nationality/Region","Builder"
16244759,9660566,"Anglo Barinthus",232012553,"Orient Fortune","United Kingdom","Anglo International","Anglo International","Anglo International","01-Jan-2013","15-Dec-2011","01-Jan-2010",,,,81628,32.26,14.45,,,,"IFO 380",,"1 x Diesel - MAN B. & W. 5S60MC-C8.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 9,800mkW total at 98rpm",13315,"Fitted",,"BWTS - Ballast Water Treatment System, 1 x Exhaust Scrubber - SOx - CR Ocean Eng CROE® Open-Loop - 2019 installation year",14.1,7,98584,"Bulk Carrier","East Coast Africa (25.5 %)",20,229,,,,"United Kingdom","Sainty SB (Yangzhou)"
16196478,9607124,"Theresa Hainan",477444200,,"Hong Kong","Wilmar International","Wilmar International","Wilmar International","01-May-2013","15-Dec-2011","22-Sep-2010",,,,82000,32.26,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S60MC-C8.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 9,800mkW total at 98rpm",13315,,,"1 x BWTS - Ballast Water Treatment System (Pending) - Sunrui BC-2000 at 2000cu.m/hr - 2023 installation year",14.1,7,98584,"Bulk Carrier","Mediterranean / Black Sea (15.5 %)",20,229,,,,"Singapore","Sainty SB (Yangzhou)"
16187234,9603972,"Theresa Jilin",477311400,,"Hong Kong","Wilmar International","Wilmar International","Wilmar International","01-Jun-2012","30-Nov-2011","01-Jul-2010",,,,81707,32.26,14.45,,,,"VLS IFO",37,"1 x Diesel - MAN B. & W. 5S60MC-C8.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,900mkW total at 105rpm",16168,,,"1 x BWTS - Ballast Water Treatment System (Pending) - Sunrui BC-2000 at 2000cu.m/hr - 2022 installation year",14.1,7,98584,"Bulk Carrier","South East Asia (48.4 %)",20,229,,,,"Singapore","Sainty SB (Yangzhou)"
16228504,9646209,"Yu Hong",372854000,,"Panama","Qingdao Da Tong","Qingdao Da Tong","Qingdao Da Tong","01-Apr-2013","30-Dec-2011","01-Nov-2011",,,,82221,32.26,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S60MC-C8.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 9,800mkW total at 98rpm",13315,,,"1 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-1200 at 1200cu.m/hr",,7,98091,"Bulk Carrier","South East Asia (26.3 %)",20,229,14.5,13.5,,"China P.R.","CSC Jinling Shipyard"
16228517,9646194,"Da Tong",357256000,,"Panama","Qingdao Da Tong","Qingdao Da Tong","Qingdao Da Tong","01-Mar-2013","30-Dec-2011","01-Nov-2011",,,,81104,32.26,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S60MC-C8.1 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 9,800mkW total at 98rpm",13315,,,"1 x BWTS - Ballast Water Treatment System - Sunrui BC-1000 at 1000cu.m/hr - 2021 installation year",,7,98582,"Bulk Carrier","East Coast South America (30.8 %)",20,229,14.5,13.5,,"China P.R.","CSC Jinling Shipyard"
16199732,9601912,"Istria",566818000,,"Singapore","F. H. Bertling","F. H. Bertling","F. H. Bertling","01-Nov-2013","23-Dec-2011","28-Apr-2010",13347,,,81761,32.26,14.5,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S60ME-C8.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,900mkW total at 105rpm",16168,,"Eco – Electronic Engine","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 2500cu.m/hr - 2018 installation year",14.1,7,98091.2,"Bulk Carrier","East Asia (26.6 %)",20,229,,,,"Germany","Wuhu Shipyard"
16189717,9593830,"Sea Proteus",538005068,,"Marshall Is.","Oldendorff Carriers","Seatankers Mgmt","Fredriksen Group","01-Jul-2013",,"22-Jun-2010",,,,81762,32.26,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S60ME-C7.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15360,,"Eco – Electronic Engine","1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 1500cu.m/hr - 2023 installation year",14.1,7,98091.2,"Bulk Carrier","East Coast North America (21.7 %)",20,229,15,14,,"Norway","Wuhu Shipyard"
16189720,9593842,"Corinna",241267000,,"Greece","Halcoussis Z. & G.","Halcoussis Z. & G.","Halcoussis Z. & G.","01-Jul-2013","08-Nov-2011","22-Jun-2010",13365,,,81675,32.26,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S60ME-C8.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,900mkW total at 105rpm",16168,,"Eco – Electronic Engine",,14.1,7,98092,"Bulk Carrier","Mediterranean / Black Sea (40.3 %)",20,229,13.5,12.5,,"Greece","Wuhu Shipyard"
16186390,9593787,"Zheng Kai",373515000,,"Panama","Fujian Ocean Shpg","Fujian Ocean Shpg","Fujian Ocean Shpg","01-Aug-2012",,"14-May-2010",,,,81877,32.26,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S60ME-C7.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15360,,"Eco – Electronic Engine",,14.5,7,98091.2,"Bulk Carrier","East Asia (23.5 %)",20,229,,,,"China P.R.","Wuhu Shipyard"
16186408,9593799,"Zheng Heng",373299000,,"Panama","Fujian Ocean Shpg","Fujian Ocean Shpg","Fujian Ocean Shpg","01-Sep-2012",,"14-May-2010",,,,81948,32.26,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S60ME-C7.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15360,,"Eco – Electronic Engine",,14.5,7,98091.2,"Bulk Carrier","South East Asia (26.6 %)",20,229,,,,"China P.R.","Wuhu Shipyard"
16186411,9593804,"Zheng Jun",355124000,,"Panama","Fujian Ocean Shpg","Fujian Ocean Shpg","Fujian Ocean Shpg","01-Mar-2013",,"14-May-2010",,,,81810,32.26,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S60ME-C7.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15360,,"Eco – Electronic Engine",,14.5,7,98091.2,"Bulk Carrier","East Asia (23.9 %)",20,229,,,,"China P.R.","Wuhu Shipyard"
16186424,9593816,"Zheng Run",356680000,,"Panama","Fujian Ocean Shpg","Fujian Ocean Shpg","Fujian Ocean Shpg","01-May-2013","19-Dec-2011","14-May-2010",,,,81810,32.26,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S60ME-C7.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15360,,"Eco – Electronic Engine",,14.2,7,98091.2,"Bulk Carrier","East Asia (24.6 %)",20,229,,,,"China P.R.","Wuhu Shipyard"
16186437,9593828,"Zheng Rong",371397000,,"Panama","Oldendorff Carriers","Fujian Ocean Shpg","Fujian Ocean Shpg","01-Jul-2013","19-Dec-2011","14-May-2010",,,,81793,32.26,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S60ME-C7.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15360,,"Eco – Electronic Engine",,14.2,7,98091.2,"Bulk Carrier","East Asia (28.8 %)",20,229,,,,"China P.R.","Wuhu Shipyard"
16186440,9596090,"Zheng Zhi",371089000,,"Panama",,"Fujian Ocean Shpg","Fujian Ocean Shpg","01-Aug-2013",,"14-May-2010",,,,81804,32.26,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S60ME-C7.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,300mkW total at 105rpm",15360,,"Eco – Electronic Engine",,14.2,7,98091.2,"Bulk Carrier","East Asia (20.1 %)",20,229,,,,"China P.R.","Wuhu Shipyard"
16187218,9591832,"Theresa Hebei",477792400,,"Hong Kong","Wilmar International","Wilmar International","Wilmar International","01-Mar-2012",,"01-May-2010",,,,81707,32.26,14.45,,,,"VLS IFO",37,"1 x Diesel - MAN B. & W. 5S60MC-C8.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,900mkW total at 105rpm",16168,,,"1 x BWTS - Ballast Water Treatment System (Pending) - Sunrui BC-2000 at 2000cu.m/hr - 2022 installation year",14.1,7,98584,"Bulk Carrier","South East Asia (44.7 %)",20,229,,,,"Singapore","Sainty SB (Yangzhou)"
16187221,9591844,"Theresa Jiangsu",477792300,,"Hong Kong",,"Wilmar International","Wilmar International","01-Mar-2012",,"01-May-2010",,,,81680,32.26,14.45,,,,"VLS IFO",37,"1 x Diesel - MAN B. & W. 5S60MC-C8.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,900mkW total at 105rpm",16168,,,"1 x BWTS - Ballast Water Treatment System (Pending) - Sunrui BC-1000 at 1000cu.m/hr - 2022 installation year",14.1,7,98584,"Bulk Carrier","South East Asia (49.7 %)",20,228.97,,,,"Singapore","Sainty SB (Yangzhou)"
16197725,9605633,"Blumenau",636092329,,"Liberia","Rudolf A. Oetker","A.O. Schifffahrt","A.O. Schifffahrt","01-Jun-2012","10-Oct-2011","08-Oct-2010",,,,81709,32.26,14.45,,34,"$m","VLS IFO",,"1 x Diesel - Wartsila 2-stroke 5RT-flex58T-D - 2-stroke 5-cyl. 580mm x2416mm bore/stroke 7,208mkW total at 98rpm",9800,,"Eco – Electronic Engine","1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 1500cu.m/hr - 2022 installation year",14,7,98091,"Bulk Carrier","East Asia (34.6 %)",20,229,,,,"Germany","Taizhou Catic SB"
16197738,9605645,"Belo Horizonte",636092308,,"Liberia","Rudolf A. Oetker","A.O. Schifffahrt","A.O. Schifffahrt","01-Jul-2012","10-Nov-2011","08-Oct-2010",,,,81681,32.26,14.45,,34,"$m","VLS IFO",,"1 x Diesel - Wartsila 2-stroke 5RT-flex58T-D - 2-stroke 5-cyl. 580mm x2416mm bore/stroke 7,208mkW total at 98rpm",9800,,"Eco – Electronic Engine","1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 1500cu.m/hr - 2022 installation year",14.1,7,98091,"Bulk Carrier","East Coast South America (21.0 %)",20,229,,,,"Germany","Taizhou Catic SB"
16159923,9527441,"Chrysanthi S",636015701,"Orion","Liberia","Bright Navigation","Bright Navigation","Bright Navigation","01-May-2012","30-Nov-2011","01-Oct-2008",,,,80268,32.24,14.45,,,,"VLS IFO",40.48,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15800,,,"1 x BWTS - Ballast Water Treatment System (Pending) - PANASIA Glo-En™ P2000 at 2000cu.m/hr - 2022 installation year",14.4,7,97090,"Bulk Carrier","East Coast North America (23.7 %)",20,229,,,,"Greece","SPP Tongyoung SY"
16141649,9527233,"Popi S",636015428,,"Liberia","Bright Navigation","Bright Navigation","Bright Navigation","01-Mar-2012","31-Oct-2011","13-Jun-2008",,,,80337,32.26,14.46,,59.5,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15800,,,"1 x BWTS - Ballast Water Treatment System (Pending) - PANASIA Glo-En™ P2000 at 2000cu.m/hr - 2022 installation year",14.9,7,97090,"Bulk Carrier","Mediterranean / Black Sea (27.2 %)",20,229,,,,"Greece","SPP Tongyoung SY"
16183281,9590175,"Kyra Zafira",636015567,,"Liberia",,"General Mtime Ent","General Mtime Ent","01-Jul-2012",,"19-Mar-2010",,,,80263,32.27,14.46,,,,"VLS IFO",30,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,069mkW total at 127rpm",15050,,,,13.5,7,95413.8,"Bulk Carrier","East Asia (34.5 %)",20,229,,,,"Greece","SPP Tongyoung SY"
16228670,9660516,"Bahri Arasco",403711810,,"Saudi Arabia","Bahri Dry Bulk","Bahri Dry Bulk","Bahri","01-Nov-2013","17-Sep-2013","18-Apr-2012",,,,81855,32.26,14.46,,,,"VLS IFO",,"1 x Diesel - Wartsila 2-stroke 6RT-flex58T-D - 2-stroke 6-cyl. 580mm x2416mm bore/stroke 13,560mkW total at 105rpm",18424,,"Eco – Electronic Engine Modern",,14.5,7,98267,"Bulk Carrier","East Coast South America (33.9 %)",20,229,,,,"Saudi Arabia","Oshima Shipbuilding"
80453639,9613769,"Silver Navigator",538004305,,"Marshall Is.","Oldendorff Carriers","Silver Lake Shpg.","Silver Lake Shpg.","01-Jul-2011","06-Mar-2011","07-Apr-2010",,,,80311,32.24,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,060mkW total at 127rpm",15027,,,"2 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2021 installation year",14.4,7,95172,"Bulk Carrier","United Kingdom/Continent (22.3 %)",20,229,,,,"Greece","STX SB (Jinhae)"
16145771,9543885,"Spetses Spirit",538009250,"Asia Opal","Marshall Is.","Moderna Mrn","Moderna Mrn","Moderna Mrn","01-May-2011","16-Jan-2011","11-Jul-2008",,,,80328,32.24,14.45,,,,"VLS IFO",40.35,"1 x Diesel - MAN B. & W. 6S60MC-C6 - 2-stroke 6-cyl. 600mm x2400mm bore/stroke 9,659mkW total at 89rpm",13132,,,,14.4,7,96536,"Bulk Carrier","South East Asia (31.2 %)",18,229,,,,"Greece","STX SB (Jinhae)"
16178203,9566631,"Stellar Sunrise",353153000,,"Panama","Nippon Yusen Kaisha","Nippon Yusen Kaisha","Nippon Yusen Kaisha","01-Apr-2013","09-Dec-2009","01-Jul-2007",,,,53979,32.26,11.5," 3 x Crane SWL 14.70 tons",,,"VLS IFO",,"1 x Diesel - Mitsubishi 7UEC50LSII - 2-stroke 7-cyl. 500mm x1950mm bore/stroke 9,195mkW total at 127rpm",12502,,,,15.8,6,109093,"Chip Carrier","East Asia (27.7 %)",20,210,,,,"Japan","Oshima Shipbuilding"
16092316,9464780,"Derby",538007749,"Rena","Marshall Is.",,"MX Bulk Mgmt","MX Bulk Mgmt","01-Jan-2011","09-Sep-2010","01-May-2007",,,,80333,32.24,14.45,,,,"VLS IFO",40.48,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,060mkW total at 127rpm",15037,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1500cu.m/hr - 2019 installation year",14.4,7,95172,"Bulk Carrier","South East Asia (35.2 %)",20,229,,,,"Norway","STX SB (Jinhae)"
16092329,9464895,"Agia Valentini",212398000,,"Cyprus","Ilios Shipping Co.","Ilios Shipping Co.","Ilios Shipping Co.","01-Jan-2012","03-Jun-2011","01-May-2007",,,,80388,32.24,14.45,,,,"VLS IFO",40.48,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,060mkW total at 127rpm",15037,,,"1 x BWTS - Ballast Water Treatment System (Pending) - Sunrui BC-1500 at 1500cu.m/hr - 2022 installation year",14.4,7,95172,"Bulk Carrier","South East Asia (35.8 %)",18,229,,,,"Greece","STX SB (Jinhae)"
16124976,9491288,"San George",538008211,"Jag Arya","Marshall Is.","Trade Fortune Inc.","Trade Fortune Inc.","Trade Fortune Inc.","01-Sep-2011","28-Dec-2010","18-Dec-2007",13486,,,80480,32.26,14.47,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,060mkW total at 127rpm",15037,,,"1 x BWTS - Ballast Water Treatment System - TechCross ECS-1000 - Electro-Cleen™ at 1000cu.m/hr - 2021 installation year",14.45,7,97090,"Bulk Carrier","East Coast South America (30.6 %)",28,229,13.5,13.5,,"Greece","SPP Tongyoung SY"
16221589,9635690,"Darya Kirthi",477739300,,"Hong Kong","Oldendorff Carriers","Chellaram Shpg.","Chellaram Shpg.","01-Feb-2012","25-Oct-2011","01-Sep-2011",,,,80545,32.24,14.45,,,,"VLS IFO",35,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15799,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1200cu.m/hr - 2020 installation year",14.4,7,95172,"Bulk Carrier","East Asia (23.5 %)",20,229,,,,"Hong Kong","STX SB (Jinhae)"
16193598,9609134,"Sea Venus",538005302,,"Marshall Is.","Golden Ocean Group","Seatankers Mgmt","Fredriksen Group","01-Nov-2013",,"01-Aug-2010",,,,80888,32.26,14.45,,34,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 5S60MC-C8.2 - 2-stroke 5-cyl. 600mm x2400mm bore/stroke 11,900mkW total at 105rpm",16168,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 1500cu.m/hr - 2023 installation year",14.1,7,97883,"Bulk Carrier","East Coast South America (26.8 %)",20,229,14,13,,"Norway","New Century SB"
16177301,9582116,"Epiphania",311061600,,"Bahamas","Oldendorff Carriers","Nomikos, Evangelos","Nomikos, Evangelos","01-Feb-2012","10-Nov-2011","21-Jan-2010",,,,80276,32.24,14.5,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50MC-C7.1 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,060mkW total at 127rpm",15037,,,"1 x BWTS - Ballast Water Treatment System (Pending) - TechCross ECS-1000 - Electro-Cleen™ at 1000cu.m/hr - 2022 installation year, 1 x BWTS - Ballast Water Treatment System (Pending) - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2022 installation year",14.4,7,95172,"Bulk Carrier","East Coast South America (25.4 %)",20,229,,,,"Greece","STX SB (Jinhae)"
16116184,9483499,"Globe Danae",538003821,"Sadan K","Marshall Is.","Sea Globe Mgmt","Sea Globe Mgmt","Sea Globe Mgmt","01-Mar-2010","09-Dec-2009","26-Oct-2007",12940,,,80306,32.24,14.47,,59,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 10,010mkW total at 127rpm",13610,,,"1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P2000 at 2000cu.m/hr - 2020 installation year, 1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1500 at 1500cu.m/hr - 2020 installation year",14.4,7,95172,"Bulk Carrier","East Coast South America (33.2 %)",21,229,14.5,14,,"Greece","STX SB (Jinhae)"
16116197,9483827,"Globe Electra",538003822,"Zeynep K","Marshall Is.","Sea Globe Mgmt","Sea Globe Mgmt","Sea Globe Mgmt","01-Apr-2010","31-Dec-2009","26-Oct-2007",13451,,,80370,32.24,14.45,,59,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 10,010mkW total at 127rpm",13610,,,"1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P2000 at 2000cu.m/hr - 2020 installation year, 1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1500 at 1500cu.m/hr - 2020 installation year",14.4,7,95172,"Bulk Carrier","South East Asia (29.9 %)",21,229,14.5,14,,"Greece","STX SB (Jinhae)"
16156469,9474670,"Mairini",538003897,,"Marshall Is.","Golden Union","Golden Union","Golden Union","01-Sep-2010","22-Dec-2009","26-Sep-2008",,,,79023,32.27,14.62," 4 x Crane (Centreline) SWL 30 tons",54,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15799,,,"3 x BWTS - Ballast Water Treatment System - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr - 2020 installation year",14,7,97956,"Bulk Carrier","East Asia (25.1 %)",20,229.2,,,,"Greece","COSCO Dalian SY"
16132876,9512202,"Tristar Dugon",371234000,"Eships Dugon","Panama","Eships","Eships","Tristar Group","01-Feb-2011","14-May-2010","28-Mar-2008",,,,78993,32.26,14.62," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15799,,,"3 x BWTS - Ballast Water Treatment System - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr - 2021 installation year",14,7,97956,"Bulk Carrier","East Asia (28.1 %)",21,229,14,14,,"U.A.E.","COSCO Dalian SY"
16132889,9512214,"Silver Star",352050000,,"Panama","Stellar Shipping","Stellar Shipping","Tradeline LLC","01-Jun-2011","26-Aug-2010","28-Mar-2008",14296,,,79081,32.26,14.62," 4 x Crane (Centreline) SWL 35 tons",,,"VLS IFO",36,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15799,,,"1 x BWTS - Ballast Water Treatment System - Alfa Laval PureBallast 3.2 - 2022 installation year",14,7,96500,"Bulk Carrier","Indian Subcontinent (36.8 %)",21,229,,,,"U.A.E.","COSCO Dalian SY"
16199266,9492074,"Anastasia K",311052100,,"Bahamas","Charterwell","Charterwell","Charterwell","01-Apr-2011","27-Aug-2010","01-Mar-2008",,,,78882,32.27,14.62," 4 x Crane (Centreline) SWL 35 tons (grab fitted)",,,"VLS IFO",33,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15799,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 1200cu.m/hr - 2022 installation year",14,7,97956,"Bulk Carrier","East Coast Africa (27.7 %)",20,229,,,,"Greece","COSCO Dalian SY"
16199279,9492086,"Diane",311055100,,"Bahamas","Charterwell","Charterwell","Charterwell","01-Sep-2011",,"01-Mar-2008",,,,78992,32.27,14.62," 4 x Crane (Centreline) SWL 35 tons (grab fitted)",,,"VLS IFO",33,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,620mkW total at 127rpm",15799,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 1200cu.m/hr - 2022 installation year",14,7,97956,"Bulk Carrier","East Coast Africa (30.8 %)",20,229.04,,,,"Greece","COSCO Dalian SY"
16117457,9470064,"Sunrise I",538009129,"Feyha","Marshall Is.","Unimar Success","Unimar Success","Moundreas, N.G.","01-Oct-2010",,"09-Nov-2007",,,,80370,32.24,14.47,,,,"VLS IFO",38,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,060mkW total at 127rpm",15037,,,"1 x BWTS - Ballast Water Treatment System - Sunrui BC-1000 - 2021 installation year",14,7,95172,"Bulk Carrier","East Coast North America (18.6 %)",20,228.96,,,,"Greece","STX SB (Jinhae)"
16151756,9515204,"Glorious Jasmine",373114000,,"Panama","Nippon Yusen Kaisha","Nippon Yusen Kaisha","Nippon Yusen Kaisha","01-Feb-2012","07-Oct-2009","01-May-2008",,,,53995,32.26,11.53," 3 x Crane SWL 14.70 tons",,,"IFO 380",,"1 x Diesel - Mitsubishi 7UEC50LSII - 2-stroke 7-cyl. 500mm x1950mm bore/stroke 10,115mkW total at 127rpm",13743,"Fitted",,"1 x Exhaust Scrubber - SOx - PureteQ Maritime Turbo Scrubber - 2020 installation year, 1 x BWTS - Ballast Water Treatment System - 2020 installation year",,6,109093,"Chip Carrier","East Asia (57.8 %)",20,210,,,,"Japan","Oshima Shipbuilding"
16093913,9457464,"Star Genesis",538007355,"Songa Genesis","Marshall Is.","Star Bulk Carriers","Star Bulk Carriers","Star Bulk Carriers","01-Nov-2010",,"05-Jul-2007",13116,,,80705,32.24,14.45,,,,"IFO 380",,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,060mkW total at 127rpm",15037,"Fitted",,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 2500cu.m/hr - 2019 installation year, 1 x Exhaust Scrubber - SOx - Ecospray ECO-EGC™ - Open Loop - 2019 installation year",14.4,7,95172,"Bulk Carrier","South East Asia (17.8 %)",20,229,,,,"Greece","STX SB (Jinhae)"
16093926,9461063,"Panagiotis",538007308,"Maverick Gunner","Marshall Is.","Empire Bulkers","Empire Bulkers","Alma Maritime","01-Dec-2010","28-Jun-2010","05-Jul-2007",,,,80717,32.24,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,060mkW total at 127rpm",15037,,,"1 x BWTS - Ballast Water Treatment System (Pending) - Sunrui BC-1500 at 1500cu.m/hr - 2022 installation year",14.4,7,95172,"Bulk Carrier","East Asia (33.1 %)",20,229,,,,"Greece","STX SB (Jinhae)"
16122730,9478200,"Jag Aarati",419000180,,"India","Great Eastern Shpg","Great Eastern Shpg","Great Eastern Shpg","01-Feb-2011","17-Oct-2010","01-Nov-2007",,,,80677,32.24,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,060mkW total at 127rpm",15037,,,"1 x BWTS - Ballast Water Treatment System - Sunrui BC-1500 at 1500cu.m/hr - 2021 installation year",14.4,7,95172,"Bulk Carrier","South East Asia (17.5 %)",20,229,,,,"India","STX SB (Jinhae)"
16122743,9478195,"Jag Aditi",419000182,,"India","Great Eastern Shpg","Great Eastern Shpg","Great Eastern Shpg","01-Apr-2011","24-Dec-2010","01-Nov-2007",13497,,,80677,32.24,14.45,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,060mkW total at 127rpm",15037,,,"1 x BWTS - Ballast Water Treatment System - Sunrui BC-1500 at 1500cu.m/hr - 2021 installation year",14.4,7,95172,"Bulk Carrier","East Asia (30.2 %)",20,229,14,14,,"India","STX SB (Jinhae)"
16094994,9460760,"Wadi Alkarm",622121414,,"Egypt","National Navigation","National Navigation","National Navigation","01-Feb-2011",,"06-Jul-2007",13288,,,80533,32.24,14.46,,,,"VLS IFO",38,"1 x Diesel - MAN B. & W. 7S50MC-C8.2 - 2-stroke 7-cyl. 500mm x2000mm bore/stroke 11,060mkW total at 127rpm",15037,,,,13.5,7,95172,"Bulk Carrier","Mediterranean / Black Sea (92.6 %)",32,229,,,,"Egypt","STX SB (Jinhae)"
