"Listing"

"WFR Listing"
"Created 15 February 2022 02:18"


"CVN","IMO Number","Name","Built Date","Owner","Status","GT","Year Rebuilt Convert","Old Type","Main Bunker Capacity (m3)","Beta Atlantic/Pacific Based (Last 12 Months)","TEU","FEU Total Cap","Launch Date","Operational Speed (knots)","TPC","NT","Strengthened for Heavy Cargo","Strengthened for Ore","Owner Main Vessel Type","SOx Scrubber 1 Retrofit Date","Max TEU in Holds","Max TEU on Deck","Alternative Name","Ballast Cap (cu m)","Propulsor Detail","Crew Total No","Public Listed Company","Financial Lessor Owner","Alternative Fuel Types","Cargo Interests Company","State Interests Company","Private Equity Company","Joint Venture Company (Owner)","Hull No","Registered Owner Company","Box Hold Ind","Group Owner Country/Region","Great Lakes Only","Call Sign"
12668081,9185073,"Maha Jacqueline","01-Jul-1999","Five Stars Shpg.","In Service",38667,,,2617,"Atlantic/Pacific",,,,10.36,66.59,25019,,"Y","Panamax Bulker",,,,"Maha Jacqueline",32473,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 124rpm",20,,,,,,,,"1171","B G Shirke Construction Technology PVT Ltd.",,"India","N","AVFL"
12658561,9178408,"Chang Sheng","01-Dec-1998","Dongguan Haichang","In Service",38647,,,3123,"Pacific",,,"09-Sep-1998",9.63,66.6,24961,,,"Panamax Bulker",,,,"Chang Sheng",20104,"1 x FP Propeller (Aft Centre) (mechanical), 122rpm",21,,,,"Y",,,,"1166","HONG KONG HAICHANG HOLDINGS GROUP LIMITED",,"China P.R.","N","VRQC7"
12638239,9200366,"Xing Hong Da","01-Apr-1999","Xiamen Xinghongda","Idle",38646,,,,"Pacific",,,,9.95,65.66,24612,"Y","N","Bulker",,,,"Xing Hong Da",20084,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",19,,,,,,,,"245",,,"China P.R.","N","BLBL9"
12638497,9200380,"Win Harmony","01-Sep-1999","Winwin Shpg","In Service",38646,,,,"Pacific",,,,9.9,65.66,24612,"Y","N","Panamax Bulker",,,,"Win Harmony",20084,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",23,,,,,,,,"247","WINWIN SHIPPING CO LTD",,"Marshall Is.","N","3ELO3"
12642757,9200392,"Chola Harmony","01-Oct-1999","Adhart Shipping","In Service",38646,,,,"Pacific",,,,10.37,65.66,24612,"Y","N","Panamax Bulker",,,,"Chola Harmony",20084,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 124rpm",23,,,,,,,,"248","Treasure Harvesht Shipping PVT Ltd.",,"Singapore","N","VTGZ"
12638363,9200378,"San Shin","01-Apr-1999","Courage Maritime","Idle",38646,,,,"Pacific",,,,9.55,65.66,24612,"Y","N","Panamax Bulker",,,,"San Shin",20084,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 124rpm",23,,,,,,,,"246","San Shin Maritime Corp.",,"Hong Kong","N","HOMH"
12612747,9117923,"Haykal","01-Apr-1996","New Prosperity SA","In Service",38639,,,2150,"Pacific",,,"07-Mar-1996",10.64,65.7,24551,"Y",,"Panamax Bulker",,,,"Haykal",47104,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",21,,,,,,,,"1150","Naz Shipping SA",,"U.A.E.","N","3EDR7"
12588741,9137131,"Tai Hang 1","01-Dec-1996","Taihang Shipping","In Service",38639,,,2609,"Pacific",,,,10.63,65.7,24551,,,"Bulker",,,,"Tai Hang 1",47144,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",22,,,,"Y","Y",,,"1184","Bank Of Communications Finance Leasing Co. Ltd.",,"China P.R.","N","BDTQ"
12686151,9202807,"MP Panamax 5","01-Mar-2000","Pallonji & Co","In Service",38633,,,2445,"Pacific",,,,10.95,66.1,25112,"Y",,"General Cargo",,,,"MP Panamax 5",20897,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",21,,,,,,,,"1170","M. Pallonji Shipping Pvt. Ltd.",,"India","N","AWAJ"
12500785,9080637,"Guang Qian","01-Feb-1995","Guangdong Shipping","In Service",38632,,,2342,"Pacific",,,,11.13,64.3,24570,"Y","Y","Panamax Bulker",,,,"Guang Qian",34404,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,"Y",,,"1124","Guang Dong Shipping Co Ltd",,"China P.R.","N","BRWJ"
12495801,9081198,"Jin Hai Fu","01-May-1995","Fujian Shipping","In Service",38608,,,2250,"Pacific",0,,"01-Mar-1995",10.8,64.2,24570,"Y","Y","Bulker",,,,"Jin Hai Fu",47093,"1 x FP Propeller (Aft Centre) (mechanical), 85rpm",19,,,,,"Y",,,"1133","Fujian Shipping Co.",,"China P.R.","N","BVLJ"
12483837,9056002,"Fu Shan Hai","01-Jan-1995","COSBULK","Total Loss",38603,,,2700,,,,"23-Aug-1994",,,24351,"Y",,,,,,"Fu Shan Hai",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,"Y",,,"2206",,,"China P.R.","N","BOOE"
14950135,9254111,"Lucky Glory","01-Jan-2003","Xiamen ITG","In Service",38594,,,2684,"Pacific",,,"19-Oct-2002",11.41,65.75,25777,"Y",,"Panamax Bulker",,,,"Lucky Glory",20824,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 127rpm",20,"Y",,,,"Y",,,"10336","Maxeikosiepta Shipping Corp.","N","China P.R.","N","3FHM7"
12746877,9231389,"Panamax Nereid","01-Nov-2001","Cyprus Maritime Co","In Service",38594,,,2856,"Atlantic/Pacific",,,"19-Sep-2001",10.81,65.75,25777,"Y",,"Panamax Bulker",,,,"Panamax Nereid",20823,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",20,,,,,,,,"10314","Shiny Shipping SA","N","Greece","N","5BTC3"
12639573,9169380,"Eunice","01-Feb-1999","Xiamen ITG","In Service",38585,,,2438,"Pacific",,,,11.49,65.7,24567,"Y",,"Panamax Bulker",,,,"Eunice",,"1 x FP Propeller (Aft Centre) (mechanical), 85rpm",17,"Y",,,,"Y",,,"1237","EUNICE SHIPPING LIMITED",,"China P.R.","N","3FDY3"
12675713,9190640,"SM Donghae 2","01-Jan-2002","Korea Line","In Service",38580,,,,"Pacific",,,,11.26,65.7,24571,,,"Bulker",,,,"SM Donghae 2",22525,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",20,,,,,,,,"1282","DONGHAE 2 MARITIME S.A.",,"South Korea","N","D7WZ"
12542343,9113410,"Hong Chang","01-Jan-1996","Seacon Ships","In Service",38567,,,2193,"Pacific",,,,10.33,65.7,24567,"Y",,"Bulker",,,,"Hong Chang",22076,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",17,,,,,,,,"1121","Hongchang (Hongkong) Shipping Co, Ltd.",,"China P.R.","N","HOZQ"
12495935,9075735,"Permata Caroline","01-Feb-1995","Jaya Samudra","Dead/Demolished",38567,,,2150,,0,,,9.19,67.5,24567,"Y","Y","Diverse",,,,"Permata Caroline",46646,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"1117","PT. SAMUDRA BERKAT SHIPPING",,"Indonesia","N","POEF"
12671423,9189093,"Jin Ning 7","01-Sep-1999","Ningbo Hezhong","In Service",38564,,,2402,"Pacific",,,,11.62,65.7,24528,"Y",,"Panamax Bulker",,,,"Jin Ning 7",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",17,,,,,,,,"1275",,,"China P.R.","N","BLBK4"
12671557,9189108,"Jin Ning 17","01-Oct-1999","Ningbo Hezhong","In Service",38564,,,,"Pacific",,,,11.68,65.7,24528,"Y","Y","Panamax Bulker",,,,"Jin Ning 17",46042,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"1276",,,"China P.R.","N","BLBM7"
12671399,9189081,"Tian Hao 18","01-Jun-1999","Ningbo Tianhao Shpg","In Service",38564,,,2944,"Pacific",,,,11.2,65.7,24532,"Y","Y","Panamax Bulker",,,,"Tian Hao 18",21518,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",17,,,,,,,,"1274",,,"China P.R.","N","BLBJ4"
12639607,9179696,"Xing Hang Jun Hao","01-Jul-2001","Taizhou Xinghang","In Service",38560,,,,"Pacific",,,,11.43,65.7,24571,"Y","N","Bulker",,,,"Xing Hang Jun Hao",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"1253","Jun Hao Shipping Group Ltd.",,"China P.R.","N","BHFP8"
12690253,9207443,"Santarli","01-Oct-1999","Courage Maritime","In Service",38530,,,2445,"Pacific",,,,10.46,66.1,25069,"Y",,"Panamax Bulker",,,,"Santarli",33691,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"1144","SANTARLI MARITIME CORP.",,"Hong Kong","N","3FDH5"
12688605,9207730,"Pantelis","01-Jan-2000","EuroDry","In Service",38530,,,2445,"Atlantic/Pacific",,,,11.75,66.1,25267,"Y","N","Panamax Bulker",,,,"Pantelis",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",23,"Y",,,,,,,"1145","PANTELIS SHIPPING CORP.",,"Greece","N","A8UQ6"
12690961,9207742,"Agios Nikolaos I","01-Feb-2000","Ilios Shipping Co.","Idle",38530,,,2444,"Atlantic/Pacific",,,"09-Nov-1999",10.03,66.1,25027,"Y",,"Panamax Bulker",,,,"Agios Nikolaos I",33691,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Mitsubishi HI Mach, 105rpm",21,,,,,,,,"1146","HEROIC VILLAGE SHIPPING LIMITED",,"Greece","N","5BTF4"
12682153,9207417,"Jasmine 201","01-Apr-1999","Al Rafedain Marine","In Service",38526,,,2527,"Pacific",,,"23-Feb-1999",10,66.1,25058,"Y",,"Diverse",,,,"Jasmine 201",20900,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",21,,,,,,,,"1133","Jasmine 201 Shipping & Trading",,"U.A.E.","N","3FTN7"
12567041,9128233,"Zheng Hao","01-Mar-1997","Fujian Ocean Shpg","Idle",38520,,,2251,"Pacific",,,"08-Dec-1996",11.23,65.9,24567,"Y",,"Panamax Bulker",,,,"Zheng Hao",35245,"1 x FP Propeller (Aft Centre) (mechanical), 85rpm",,,,,,,,,"1177","JUN TENG SHIPPING GROUP LIMITED",,"China P.R.","N","H9DL"
12567175,9128245,"Zheng Jie","01-Apr-1997","Fujian Ocean Shpg","Idle",38520,,,2251,"Pacific",,,,11.67,65.79,24567,"Y",,"Panamax Bulker",,,,"Zheng Jie",35245,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",23,,,,,,,,"1178","ZHENG JIE SHIPPING GROUP LIMITED",,"China P.R.","N","3FWW2"
12567209,9128257,"Tai Hang 3","01-Apr-1997","Taihang Shipping","In Service",38520,,,2251,"Pacific",,,,10.17,65.9,24567,"Y",,"Bulker",,,,"Tai Hang 3",35245,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",21,,,,"Y","Y",,,"1179","Bank Of Communications Finance Leasing Co. Ltd.",,"China P.R.","N","BTFH"
12613799,9164627,"Khalejia Ana 3","01-Mar-1998","Al Khalejia","In Service",38489,,,2374,"Pacific",,,,10.52,65.41,24721,"Y","Y","Bulker",,,,"Khalejia Ana 3",31921,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",,,,,,,,,"1229","AL KHALEJIA MARINE INC",,"U.A.E.","N","3FLA6"
12613957,9164641,"Andhika Kanishka","01-May-1998","Andhika Lines","In Service",38489,,,2342,"Pacific",,,,10.54,65.4,24721,"Y","Y","Panamax Bulker",,,,"Andhika Kanishka",31921,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",21,,,,,,,,"1231","Pt. Andhika Samudra Internusa",,"Indonesia","N","YBGC2"
12614033,9164653,"Moshtaraka 3","01-Jun-1998","Combined Group","In Service",38489,,,2342,"Pacific",,,,9.2,65.4,24721,"Y","Y","Panamax Bulker",,,,"Moshtaraka 3",31921,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",21,,,,,,,,"1232","Combined Group Rocks Co. K.S.C.C.",,"Kuwait","N","3FNK6"
12613823,9164639,"Tian Yi 18","01-Apr-1998","Ningbo Tianyi Shpg","In Service",38489,,,2342,"Pacific",,,,9.48,65.4,24721,"Y","Y","Panamax Bulker",,,,"Tian Yi 18",31921,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",21,,,,,,,,"1230",,,"China P.R.","N","BLBI3"
12610169,9147423,"Minoan Flame","01-Apr-1998","Modion Maritime SA","In Service",38480,,,2411,"Atlantic/Pacific",,,"15-Dec-1997",11.16,66.1,25038,"Y",,"Panamax Bulker",,,,"Minoan Flame",20938,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",20,,,,,,,,"1119","Norma Shiptrading Inc.",,"Greece","N","D5DI2"
12595215,9140578,"The Merciful","01-Oct-1997","Sea Lion Ship Mgmt","Dead/Demolished",38469,,,2411,,,,"29-Jun-1997",9.4,66.1,25048,,,,,,,"The Merciful",20900,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",23,,,,,,,,"1108","NELSON ASSOCIATED LTD. S.A.",,"India","N","3FTR7"
12667455,9184847,"Azayez","01-Feb-1999","Terra-Marine","In Service",38468,,,2218,"Pacific",,,"28-Oct-1998",9.99,66.1,25116,"Y",,"Bulker",,,,"Azayez",20897,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",23,,,,,,,,"1151","KRAYEM UNITED MARITIME LTD INC",,"Pakistan","N","3FFF9"
12667321,9184835,"Xin Yuan Xiang","01-Jan-1999","Ningbo Chuntai","In Service",38468,,,2444,"Pacific",,,"24-Sep-1998",10.55,66.1,25116,"Y","N","Panamax Bulker",,,,"Xin Yuan Xiang",20882,"1 x FP Propeller (Aft Centre) (mechanical), 88rpm",21,,,,,,,,"1150",,,"China P.R.","N","BLBJ3"
12590131,9139256,"Edfu","01-Sep-1997","National Navigation","In Service",38464,,,,"Atlantic/Pacific",,,,11.34,65.78,27360,"Y",,"Panamax Bulker",,,,"Edfu",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,"Y",,,"4908","National Navigation Co",,"Egypt","N","SSLY"
12609697,9153795,"Queen Land","01-Mar-1998","Seacon Ships","In Service",38440,,,2295,"Pacific",,,"27-Dec-1997",10.8,66.1,24680,,,"Bulker",,,,"Queen Land",21152,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",18,,,,,,,,"1128","Dejv Renhe Marine Co. Ltd.",,"China P.R.","N","A8LW3"
12511707,9086930,"Yue Shun Hai","01-May-1995","Zhoushan Tongbao","In Service",38433,,,2297,"Pacific",,,"22-Feb-1995",11.03,66.1,24680,"Y",,"Diverse",,,,"Yue Shun Hai",33933,"1 x FP Propeller (Aft Centre) (mechanical), 88rpm",19,,,,,,,,"1061",,,"China P.R.","N","BOLI6"
12650857,9182186,"Hua Jiang 801","01-Feb-1999","Ningbo Runhua","In Service",38431,,,2241,"Pacific",,,,10.74,66,25150,,,"Panamax Bulker",,,,"Hua Jiang 801",20896,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"1139",,,"China P.R.","N","BHPK2"
12680441,9206205,"Zhong Lian Si Fang","01-Jan-2000","Guangdong Yue An","Idle",38426,,,2080,"Pacific",,,,10.63,65.4,24724,"y",,"General Cargo",,,,"Zhong Lian Si Fang",32720,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 124rpm",25,,,,,,,,"1253","Sheen Venture Shipping Ltd",,"China P.R.","N","BRVK"
12704501,9223198,"Nan Xin 7","01-Feb-2001","Zhejiang Nanxin","In Service",38399,,,,"Pacific",,,,11.15,65.4,24737,"Y",,"Panamax Bulker",,,,"Nan Xin 7",32720,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",21,,,,,,,,"1275","Zhejiang Nan Xin Shipping Co. Ltd",,"China P.R.","N","BLBL8"
12718029,9218387,"Emmakris III","01-Oct-2000","Linter LLC","In Service",38392,,,2296,"Atlantic/Pacific",,,,10.23,65.4,24724,,,"Diverse",,,,"Emmakris III",31921,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",22,,,,,,,,"1269","Greater Bloom Ltd",,"Russia","N","3ERY9"
12718153,9218399,"Emmakris I","01-May-2001","Linter LLC","In Service",38392,,,2159,"Atlantic/Pacific",,,,10.7,65.4,24724,"Y",,"Diverse",,,,"Emmakris I",20021,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",,,,,,,,,"1277","GREATER BLOOM LIMITED",,"Russia","N","H8VI"
12756139,9235878,"Hong Yun Heng Tong","01-Jul-2001","Fujian Shunhong","In Service",38391,,,2484,"Pacific",,,,10.44,65.4,24724,"Y","N","Panamax Bulker",,,,"Hong Yun Heng Tong",32521,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",20,,,,,,,,"1281",,,"China P.R.","N","BOMV6"
12695337,9218260,"Shang De Fu","01-Dec-2000","Ningbo Ruikang","In Service",38382,,,2400,"Pacific",,,,11.14,65.4,24691,"Y","N","Panamax Bulker",,,,"Shang De Fu",32720,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",21,,,,,,,,"1271","Ningbo Ruikang Shipping Co. Ltd",,"China P.R.","N","BTJI9"
12695595,9225380,"Xin Tai Rong","01-Jan-2001","Fujian Wanda Shpg","In Service",38382,,,2400,"Pacific",,,,10.82,65.4,24691,"Y","N","Bulker",,,,"Xin Tai Rong",32720,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",21,,,,,,,,"1278","Tai Shing Maritime Co., S.A.",,"China P.R.","N","BTKC3"
12695461,9218272,"Charm Loong","01-Mar-2001","Xiamen ITG","In Service",38382,,,2400,"Pacific",,,"14-Feb-2001",10.69,65.4,24691,"Y","N","Panamax Bulker",,,,"Charm Loong",,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",21,"Y",,,,"Y",,,"1272","JI PENG HAI LIMITED",,"China P.R.","N","H3WU"
12468847,9036791,"Dong Jiang Hai","01-Jan-1993","Tianjin Dongjiang","Idle",38379,,,2258,"Pacific",,,"21-Oct-1992",,66.12,24924,"Y","Y","Panamax Bulker",,,,"Dong Jiang Hai",20084,"1 x FP Propeller (Aft Centre) (mechanical), 135rpm",,,,,,,,,"152",,,"China P.R.","N","BFAO3"
12468971,9036806,"Shun Feng 9","01-Jan-1994","Greatsources Shpg","In Service",38379,,,2477,"Pacific",,,"08-Sep-1993",11.34,66.12,24924,"Y","Y","Diverse",,,,"Shun Feng 9",20084,"1 x FP Propeller (Aft Centre) (mechanical), 135rpm",,,,,,,,,"155","Xingle Shipping(Hong Kong)company Ltd.",,"China P.R.","N","3FRQ8"
12600481,9168489,"Nan Xin 1","01-Jan-1998","Zhejiang Nanxin","In Service",38372,,,2608,"Pacific",,,"08-Dec-1997",10.57,65.4,24713,"Y","Y","Panamax Bulker",,,,"Nan Xin 1",31921,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",20,,,,,,,,"1225","Zhejiang Nan Xin Shipping Co Ltd",,"China P.R.","N","BLBI5"
12661745,9180786,"Zhun Xing 1","01-Jan-1999","Ningbo Zhunxing","In Service",38372,,,2601,"Pacific",,,"04-Nov-1998",10.39,65.40,24622,"Y","N","Panamax Bulker",,,,"Zhun Xing 1",20021,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",12,,,,,,,,"1238",,,"China P.R.","N","BLBL2"
12562383,9124172,"Xina","01-Jul-1995","Five Ocean Mar.","Dead/Demolished",38367,,,2364,,,,"28-Apr-1995",,65.5,24093,"Y","Y",,,,,"Xina",33060,"1 x FP Propeller (Aft Centre) (mechanical), 135rpm",23,,,,,,,,"941","JIA XIN SHIPPING CO LTD",,"China P.R.","N","T8A3372"
12720127,9218296,"Heng Xing Da","01-Feb-2001","Xiangshan Xingning","In Service",38367,,,2211,"Pacific",,,"26-Dec-2000",10.86,65.4,24622,"Y",,"Handysize Bulker",,,,"Heng Xing Da",20002,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",21,,,,,,,,"1274",,,"China P.R.","N","BTJF4"
12720093,9218284,"Elpida","01-Jan-2001","Astra Shipmgmt","In Service",38367,,,2211,"Atlantic/Pacific",,,"25-Oct-2000",11.25,65.4,24622,"Y",,"Diverse",,,,"Elpida",20002,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",23,,,,,,,,"1273","ARMENISTIS MARINE COMPANY S.A.",,"Greece","N","9HA4458"
12690545,9213820,"Seajoy","01-Sep-2000","Eastern Med","In Service",38367,,,2590,"Atlantic/Pacific",,,,12.24,65.4,24622,"y",,"Bulker",,,,"Seajoy",20021,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",,,,,,,,,"1264","Sage Shipping Ltd.",,"Greece","N","9HGN7"
12715949,9218521,"Guang Yuan","01-Mar-2001","Dia Yuan Intl Shpg","In Service",38366,,,2380,"Pacific",,,"14-Feb-2001",10.57,65.4,24622,"Y","N","Panamax Bulker",,,,"Guang Yuan",20021,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",,,,,,,,,"1276","Guang Yuan Ltd",,"China P.R.","N","3FNT8"
12690411,9213791,"Everbeauty","01-Jan-2000","Lotus Ocean","In Service",38365,,,2608,"Pacific",,,"25-Sep-1999",10.04,65.4,24622,"Y",,"Panamax Bulker",,,,"Everbeauty",20021,"1 x FP Propeller (Aft Centre) (mechanical), 121rpm",12,,,,,,,,"1259","Lotus Ocean Transportation (HK) Limited",,"Hong Kong","N","3EKP2"
12613407,9161687,"KC Hadong","01-Sep-1997","KC Mrtm","In Service",38364,,,2405,"Pacific",,,"10-Jul-1997",10.73,65.4,24858,"Y",,"Panamax Bulker",,,,"KC Hadong",32718,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",16,,,,,,,,"1228","HJ Global SA",,"South Korea","N","D5ZC2"
12586747,9159555,"Gao Yuan 6","01-Oct-1997","Fujian Gaoyuan","In Service",38364,,,2608,"Pacific",,,"24-Sep-1997",11.01,65.4,24713,"Y","Y","Panamax Bulker",,,,"Gao Yuan 6",31921,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",24,,,,,,,,"1222",,,"China P.R.","N","BOGT4"
12639865,9187708,"Mona KH","01-Mar-1999","Allied Marine","In Service",38364,,,2074,"Pacific",,,,9.1,65.40,24622,"Y","N","Handymax Bulker",,,,"Mona KH",20021,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",26,,,,,,,,"1241","MKH Marine SA",,"U.A.E.","N","H8RD"
12671007,9187734,"Da Tang 2 Hao","01-Jul-1999","Jiangsu Datang Shpg","In Service",38364,,,2601,"Pacific",,,,9.29,65.40,24622,"Y","N","Bulker",,,,"Da Tang 2 Hao",20021,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",20,,,,"Y","Y",,,"1244",,,"China P.R.","N","BOAO9"
12600357,9156838,"Chang Ming 2","01-Mar-1997","Dongguan Haichang","In Service",38364,,,2608,"Pacific",,,"15-Feb-1997",9.95,65.4,24655,"Y","Y","Panamax Bulker",,,,"Chang Ming 2",31921,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",20,,,,"Y",,,,"1224","HONG KONG HAICHANG HOLDINGS GROUP LIMITED",,"China P.R.","N","D5NK8"
12668373,9185736,"HC Beauty","01-Feb-1999","Dongguan Haichang","In Service",38364,,,1980,"Pacific",,,"01-Dec-1998",10.95,65.40,24622,"Y","N","Panamax Bulker",,,,"HC Beauty",20021,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",12,,,,"Y",,,,"1245","HC Beauty Shipping Ltd.",,"China P.R.","N","D5RE7"
12640045,9180798,"Dong Jiang Sheng","01-Mar-1999","Tianjin Dongjiang","In Service",38364,,,2601,"Pacific",,,"26-Feb-1999",10.48,65.40,24622,"Y","N","Panamax Bulker",,,,"Dong Jiang Sheng",20021,"1 x FP Propeller (Aft Centre) (mechanical), 121rpm",24,,,,,,,,"1246",,,"China P.R.","N","BFBL7"
12670921,9187722,"Bulk Pangaea","01-Apr-1999","Phoenix Bulk","In Service",38364,,,2601,"Atlantic",,,"16-Mar-1999",9.94,65.40,24622,"Y","N","Handymax Bulker",,,,"Bulk Pangaea",20021,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",,,,,,,,,"1243","BULK PANGAEA LIMITED",,"United States","N","3FHP9"
12613531,9164615,"Hong Xiang","01-Dec-1997","Seacon Ships","In Service",38364,,,2603,"Pacific",,,,10.28,65.4,24713,"Y",,"Bulker",,,,"Hong Xiang",20021,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",22,,,,,,,,"1227","Hongxiang (Hongkong) Shipping Co, Ltd.",,"China P.R.","N","3EWI8"
12658437,9178226,"Fortune Union","01-Nov-1998","Skaarup Mgmt (H.K.)","In Service",38364,,,2074,"Pacific",,,"16-Oct-1998",10.59,65.40,24622,"Y","Y","Panamax Bulker",,,,"Fortune Union",20021,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",23,,,,,,,"Y","1239","FORTUNE UNION SHIPPING LIMITED",,"Hong Kong","N","3FCL3"
12604805,9161675,"Princess Jasmine","01-Jul-1997","New Legend Group","Idle",38364,,,2603,"Atlantic/Pacific",,,"05-Jun-1997",10.43,65.4,24713,"Y",,"General Cargo",,,,"Princess Jasmine",20021,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",14,,,,,,,,"1226","YH Princess Shipping Co, Ltd.",,"China P.R.","N","3FLE7"
12661611,9180774,"Jin Hai Qiang","01-Jul-1998","Fujian Shipping","Idle",38364,,,2824,"Pacific",,,,9.95,65.40,24622,"Y","N","Bulker",,,,"Jin Hai Qiang",20021,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",22,,,,,"Y",,,"1237",,,"China P.R.","N","BVIN"
12647831,9180803,"Hong Run","01-Apr-1999","Intercon Marine","In Service",38364,,,2296,"Atlantic/Pacific",,,,10.89,65.40,24622,"Y","N","Diverse",,,,"Hong Run",20021,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",23,,,,,,,,"1247","Hongrun (Hongkong) Shipping Co. Ltd.",,"China P.R.","N","3FAX5"
12579431,9138501,"Yun Tong Hai","01-Oct-1997","Younysun Shpg Group","In Service",38338,,,2261,"Pacific",,,"22-Jul-1997",11.39,66.1,24681,,,"Panamax Bulker",,,,"Yun Tong Hai",23070,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",20,,,,,,,,"1101",,,"China P.R.","N","BFAY6"
12579307,9138496,"Shao Shan 1","01-Jun-1997","COSCO Shipping Bulk","In Service",38338,,,,"Pacific",,,"26-Mar-1997",11.59,66.1,24681,,,"Bulker",,,,"Shao Shan 1",21152,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",20,,,,,"Y",,,"1100","Shaoshan Two Shipping Ltd.",,"China P.R.","N","VRHO9"
12434671,8806503,"Shun Fu","01-Apr-1990","Chengyi Shipping","In Service",38337,,,2754,"Pacific",,,"19-Feb-1990",10.36,68.7,23174,"Y","Y","Bulker",,,,"Shun Fu",33288,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",26,,,,,"Y",,,"646","CHANGWANG YUANYANG CO LTD",,"China P.R.",,"3FDE3"
12434705,8806515,"B Oceania","01-Apr-1990","BNavi","Total Loss",38337,,,2754,,,,"15-Feb-1990",,68.7,23174,"Y","Y",,,,,"B Oceania",33288,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",,,,,,,,,"647",,,"Italy",,"9HYH8"
12622391,9156278,"Best Trader","01-Jun-1998","Skaarup Mgmt (H.K.)","In Service",38289,,,2200,"Pacific",,,,11.6,65.72,24125,"Y","Y","Panamax Bulker",,,,"Best Trader",34313,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",22,,,,,,,"Y","1012","Best Trader Intl. Shipping Ltd.",,"Hong Kong","N","3FCR9"
